participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
ARF5;Afrikaans;female;20;1;low;high;small;left;high;1.1449034856632352
ARF5;Afrikaans;female;20;2;low;low;big;right;big;0.6953842882066965
ARF5;Afrikaans;female;20;3;low;low;big;right;big;0.6675845487043262
ARF5;Afrikaans;female;20;4;low;small;big;right;big;0.4867324894294143
ARF5;Afrikaans;female;20;5;low;low;big;right;big;0.4347736155614257
ARF5;Afrikaans;female;20;6;high;low;big;left;low;0.5714102443307638
ARF5;Afrikaans;female;20;7;low;high;small;left;high;0.6903100181370974
ARF5;Afrikaans;female;20;8;high;low;high;right;high;0.8972103949636221
ARF5;Afrikaans;female;20;9;high;small;big;left;small;0.5271553415805101
ARF5;Afrikaans;female;20;10;low;small;big;right;big;0.469454706646502
ARF5;Afrikaans;female;20;11;high;low;big;left;low;0.4752813344821334
ARF5;Afrikaans;female;20;12;low;low;big;right;big;0.8925971696153283
ARF5;Afrikaans;female;20;13;high;low;high;right;high;0.8248735181987286
ARF5;Afrikaans;female;20;14;low;low;high;left;low;0.7485703816637397
ARF5;Afrikaans;female;20;15;high;low;high;right;high;0.7818892551586032
ARF5;Afrikaans;female;20;16;low;small;big;right;big;0.7562056686729193
ARF5;Afrikaans;female;20;17;low;low;high;left;low;0.5798267051577568
ARF5;Afrikaans;female;20;18;high;high;small;right;small;0.45097812451422215
ARF5;Afrikaans;female;20;19;low;high;small;right;small;0.46090364269912243
ARF5;Afrikaans;female;20;20;low;high;small;left;high;0.6105269305408001
ARF5;Afrikaans;female;20;21;low;low;high;left;low;0.8697382807731628
ARF5;Afrikaans;female;20;22;high;low;high;right;high;0.7779798358678818
ARF5;Afrikaans;female;20;23;high;low;big;left;low;0.8032343490049243
ARF5;Afrikaans;female;20;24;high;low;high;right;high;0.6038267621770501
ARF5;Afrikaans;female;20;25;low;low;high;left;low;0.7357135890051723
ARF5;Afrikaans;female;20;26;high;small;big;left;small;0.8947172714397311
ARF5;Afrikaans;female;20;27;high;small;big;left;small;0.5149747235700488
ARF5;Afrikaans;female;20;28;low;small;big;right;big;0.4509295728057623
ARF5;Afrikaans;female;20;29;low;low;big;right;big;0.6142535889521241
ARF5;Afrikaans;female;20;30;high;small;big;left;small;0.5524426167830825
ARF5;Afrikaans;female;20;31;low;small;big;right;big;0.855867818929255
ARF5;Afrikaans;female;20;32;high;high;small;right;small;1.1465262258425355
ARF5;Afrikaans;female;20;33;high;high;small;right;small;0.3773540295660496
ARF5;Afrikaans;female;20;34;high;high;small;right;small;0.5280332239344716
ARF5;Afrikaans;female;20;35;low;high;small;left;high;0.5837949393317103
ARF5;Afrikaans;female;20;36;high;low;big;left;low;0.6448610527440906
ARF5;Afrikaans;female;20;37;high;low;big;left;low;0.5477488674223423
ARF5;Afrikaans;female;20;38;high;small;big;left;small;0.4642805689945817
ARF5;Afrikaans;female;20;39;low;low;high;left;low;0.7252378156408668
ARF5;Afrikaans;female;20;40;high;high;small;right;small;0.7875303598120809
