participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M3;Xh;male;20;1;low;high;small;left;high;3.582020084868418
M3;Xh;male;20;2;high;low;high;right;high;2.3744742631097324
M3;Xh;male;20;3;high;small;big;right;big;1.559273909748299
M3;Xh;male;20;4;high;small;big;right;big;1.3233735265093856
M3;Xh;male;20;5;low;small;big;right;big;1.2818249676492997
M3;Xh;male;20;6;low;low;big;right;big;1.4271973581344355
M3;Xh;male;20;7;low;small;big;right;big;1.3499774409283418
M3;Xh;male;20;8;high;high;small;left;high;1.6962889834831003
M3;Xh;male;20;9;high;small;big;right;big;1.4802461090148427
M3;Xh;male;20;10;high;high;small;left;high;1.4507499756291509
M3;Xh;male;20;11;low;low;high;left;low;3.8530447245866526
M3;Xh;male;20;12;high;low;high;right;high;2.1173833530338015
M3;Xh;male;20;13;high;small;big;right;big;1.2764490798581392
M3;Xh;male;20;14;low;low;big;right;big;1.4085169473255519
M3;Xh;male;20;15;high;low;big;right;big;1.2287509537709411
M3;Xh;male;20;16;low;high;small;left;high;1.7773997976619285
M3;Xh;male;20;17;low;high;small;left;high;1.5519105342100374
M3;Xh;male;20;18;low;small;big;right;big;1.0390305480977986
M3;Xh;male;20;19;low;high;small;left;high;1.2098475180391688
M3;Xh;male;20;20;high;low;high;right;high;1.575943938252749
M3;Xh;male;20;21;low;low;big;right;big;1.405886437278241
M3;Xh;male;20;22;high;low;high;right;high;1.4272415683662985
M3;Xh;male;20;23;high;low;high;right;high;1.4631963460415136
M3;Xh;male;20;24;high;low;big;right;big;0.7474595880776178
M3;Xh;male;20;25;high;small;big;right;big;0.6078850564954337
M3;Xh;male;20;26;low;small;big;right;big;4.098670968756778
M3;Xh;male;20;27;low;high;small;left;high;2.294728835229762
M3;Xh;male;20;28;high;low;big;right;big;0.43281206022948027
M3;Xh;male;20;29;low;low;high;left;low;1.9063476844166871
M3;Xh;male;20;30;low;low;high;right;high;0.7517211406957358
M3;Xh;male;20;31;high;low;high;right;high;1.627248752542073
M3;Xh;male;20;32;low;low;big;left;low;2.588457413483411
M3;Xh;male;20;33;high;high;small;right;small;2.503879252326442
M3;Xh;male;20;34;low;high;small;left;high;2.981144327117363
M3;Xh;male;20;35;low;low;big;left;low;2.014314253581688
M3;Xh;male;20;36;low;low;big;right;big;0.7784805804549251
M3;Xh;male;20;37;low;high;small;right;small;1.386550372641068
M3;Xh;male;20;38;high;low;big;left;low;1.1716482806077693
M3;Xh;male;20;39;high;low;high;right;high;1.414325464022113
M3;Xh;male;20;40;high;small;big;right;big;2.0220668372057844
