participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M16;Xh;male;26;1;high;small;big;right;big;4.191878418641863
M16;Xh;male;26;2;low;high;small;left;high;4.439081626740517
M16;Xh;male;26;3;low;high;small;left;high;2.3110791288490873
M16;Xh;male;26;4;low;low;high;right;high;4.897592870169319
M16;Xh;male;26;5;low;small;big;right;big;3.5684874053986277
M16;Xh;male;26;6;low;high;small;left;high;4.589174645894673
M16;Xh;male;26;7;high;low;high;left;low;4.0740355947637
M16;Xh;male;26;8;high;small;big;left;small;1.3732715073856525
M16;Xh;male;26;9;high;low;high;right;high;1.768749193259282
M16;Xh;male;26;10;high;low;high;left;low;1.4380718961474486
M16;Xh;male;26;11;high;high;small;right;small;1.9788264467206318
M16;Xh;male;26;12;low;low;big;right;big;1.604442183044739
M16;Xh;male;26;13;low;small;big;right;big;1.6065666436043102
M16;Xh;male;26;14;high;low;high;left;low;1.3147943690419197
M16;Xh;male;26;15;high;high;small;right;small;2.1777366639871616
M16;Xh;male;26;16;low;small;big;right;big;2.099372017022688
M16;Xh;male;26;17;high;low;big;right;big;2.011360456061084
M16;Xh;male;26;18;low;low;high;left;low;1.7307642966043204
M16;Xh;male;26;19;high;high;small;right;small;2.6424803688714746
M16;Xh;male;26;20;low;small;big;right;big;1.6966971388319507
M16;Xh;male;26;21;low;small;big;right;big;1.4479370983026456
M16;Xh;male;26;22;low;small;big;right;big;1.3914719211461488
M16;Xh;male;26;23;high;low;high;left;low;2.0444174884760287
M16;Xh;male;26;24;high;low;big;left;low;2.002994849899551
M16;Xh;male;26;25;low;high;small;left;high;2.1824841346533503
M16;Xh;male;26;26;low;low;high;right;high;2.1424489874916617
M16;Xh;male;26;27;low;low;big;right;big;2.2609028602018952
M16;Xh;male;26;28;low;low;high;left;low;1.6827310410153586
M16;Xh;male;26;29;low;low;big;right;big;2.1231014755612705
M16;Xh;male;26;30;high;small;big;left;small;1.6842105055402499
M16;Xh;male;26;31;high;small;big;left;small;1.4713507692795247
M16;Xh;male;26;32;high;low;big;right;big;1.7197109438711777
M16;Xh;male;26;33;high;low;big;right;big;2.405379598319996
M16;Xh;male;26;34;low;low;big;left;low;1.8716730304586235
M16;Xh;male;26;35;high;low;big;right;big;1.9771961936494336
M16;Xh;male;26;36;low;high;small;left;high;1.8840274277317803
M16;Xh;male;26;37;high;low;big;left;low;2.134049039450474
M16;Xh;male;26;38;high;high;small;right;small;1.269234519219026
M16;Xh;male;26;39;low;low;high;left;low;1.7530056064133532
M16;Xh;male;26;40;high;high;small;right;small;1.6785413300967775
