participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M11;Xh;male;20;1;low;low;high;left;low;29.531280924973544
M11;Xh;male;20;2;high;low;big;right;big;5.690523887547897
M11;Xh;male;20;3;high;low;high;right;high;2.04377051879419
M11;Xh;male;20;4;high;high;small;left;high;3.0461882669769693
M11;Xh;male;20;5;high;low;big;right;big;3.7628877821553033
M11;Xh;male;20;6;low;low;high;left;low;5.433123900438659
M11;Xh;male;20;7;high;high;small;left;high;2.209383310400881
M11;Xh;male;20;8;high;high;small;left;high;2.521395196643425
M11;Xh;male;20;9;high;low;high;right;high;5.433234031312168
M11;Xh;male;20;10;high;high;small;left;high;2.075755452562589
M11;Xh;male;20;11;low;small;big;right;big;3.3519199289148673
M11;Xh;male;20;12;low;high;small;left;high;1.603990606876323
M11;Xh;male;20;13;low;small;big;right;big;2.1535828660125844
M11;Xh;male;20;14;high;high;small;left;high;3.169373031501891
M11;Xh;male;20;15;low;small;big;right;big;2.746380384225631
M11;Xh;male;20;16;low;small;big;right;big;1.795380344381556
M11;Xh;male;20;17;high;low;high;right;high;2.831619330769172
M11;Xh;male;20;18;high;low;big;left;low;4.858032588497736
M11;Xh;male;20;19;low;high;small;left;high;3.7840080462628976
M11;Xh;male;20;20;low;low;high;left;low;1.9818268229137175
M11;Xh;male;20;21;high;low;big;right;big;2.354338861332508
M11;Xh;male;20;22;high;small;big;right;big;2.030951519118389
M11;Xh;male;20;23;low;high;small;left;high;4.188752911664778
M11;Xh;male;20;24;low;small;big;right;big;3.7464553837489802
M11;Xh;male;20;25;low;low;high;right;high;1.8377396876458079
M11;Xh;male;20;26;low;small;big;right;big;1.5223840063263196
M11;Xh;male;20;27;low;small;big;right;big;3.0409627729968634
M11;Xh;male;20;28;high;low;big;left;low;3.597907355055213
M11;Xh;male;20;29;low;low;high;left;low;1.8289805313106626
M11;Xh;male;20;30;high;small;big;left;small;1.6892745531804394
M11;Xh;male;20;31;low;high;small;left;high;1.4941620755707845
M11;Xh;male;20;32;high;low;high;left;low;2.214044728956651
M11;Xh;male;20;33;high;low;big;right;big;1.275846715143416
M11;Xh;male;20;34;high;small;big;left;small;1.681005262187682
M11;Xh;male;20;35;low;low;big;right;big;1.0787956969288643
M11;Xh;male;20;36;low;low;high;right;high;1.06501946633216
M11;Xh;male;20;37;high;high;small;right;small;1.9510253028711304
M11;Xh;male;20;38;high;low;big;left;low;1.4287001119810157
M11;Xh;male;20;39;low;low;big;left;low;8.080967920308467
M11;Xh;male;20;40;low;low;big;right;big;1.3994858189835213
