participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
F5;Xh;female;18;1;low;small;big;left;small;2.4585534799844027
F5;Xh;female;18;2;low;small;big;left;small;2.17165538581321
F5;Xh;female;18;3;high;high;small;right;small;1.6630795836099423
F5;Xh;female;18;4;high;high;small;right;small;1.1449819981353357
F5;Xh;female;18;5;low;low;high;left;low;2.959264988749055
F5;Xh;female;18;6;low;low;high;left;low;1.864291102392599
F5;Xh;female;18;7;low;small;big;right;big;1.4549424496944994
F5;Xh;female;18;8;low;low;big;right;big;1.9091214830696117
F5;Xh;female;18;9;high;high;small;right;small;1.4626914807304274
F5;Xh;female;18;10;high;low;big;left;low;1.297624606784666
F5;Xh;female;18;11;low;low;high;right;high;2.020519478362985
F5;Xh;female;18;12;high;low;big;left;low;1.499605068238452
F5;Xh;female;18;13;high;low;high;right;high;1.5206716484972276
F5;Xh;female;18;14;high;low;big;left;low;1.5535056559601799
F5;Xh;female;18;15;high;low;big;left;low;1.2623890352260787
F5;Xh;female;18;16;high;low;high;right;high;3.4204110842838418
F5;Xh;female;18;17;low;low;high;left;low;1.6905542821041308
F5;Xh;female;18;18;high;high;small;right;small;1.2448766435263678
F5;Xh;female;18;19;high;low;high;right;high;1.4642641025711782
F5;Xh;female;18;20;low;small;big;right;big;1.285483760817442
F5;Xh;female;18;21;high;small;big;left;small;1.1300038013141602
F5;Xh;female;18;22;high;high;small;right;small;1.3200842047517654
F5;Xh;female;18;23;low;small;big;right;big;1.287025198660558
F5;Xh;female;18;24;low;high;small;left;high;1.181657560809981
F5;Xh;female;18;25;low;low;big;right;big;1.3529762381513137
F5;Xh;female;18;26;high;low;big;left;low;1.3481585048139095
F5;Xh;female;18;27;high;low;high;left;low;1.471471163269598
F5;Xh;female;18;28;low;small;big;right;big;1.5147194484306965
F5;Xh;female;18;29;high;low;high;right;high;1.5430886151152663
F5;Xh;female;18;30;high;high;small;right;small;1.4485986731597222
F5;Xh;female;18;31;high;small;big;left;small;1.250798843742814
F5;Xh;female;18;32;high;high;small;right;small;1.0960065115359612
F5;Xh;female;18;33;low;low;big;right;big;1.3389639564265963
F5;Xh;female;18;34;low;high;small;left;high;1.050464819505578
F5;Xh;female;18;35;low;low;big;right;big;1.3985009566240478
F5;Xh;female;18;36;low;low;high;right;high;1.174960496951826
F5;Xh;female;18;37;low;high;small;left;high;0.9778025056875776
F5;Xh;female;18;38;low;small;big;right;big;0.9376868327381089
F5;Xh;female;18;39;high;small;big;left;small;1.0906385184207465
F5;Xh;female;18;40;low;low;big;right;big;1.4876722472836263
