participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M1;Xh;male;30;1;low;low;high;left;low;7.847030945995357
M1;Xh;male;30;2;high;low;big;right;big;2.6046506028214935
M1;Xh;male;30;3;low;high;small;left;high;2.602673378190957
M1;Xh;male;30;4;high;low;big;right;big;1.3916191571042873
M1;Xh;male;30;5;high;low;high;left;low;2.2496714822773356
M1;Xh;male;30;6;low;low;big;right;big;1.3525680828024633
M1;Xh;male;30;7;low;high;small;left;high;1.0848714488383848
M1;Xh;male;30;8;high;high;small;left;high;0.9663844184251502
M1;Xh;male;30;9;low;low;big;right;big;1.012725447624689
M1;Xh;male;30;10;low;low;high;right;high;1.8820087560161483
M1;Xh;male;30;11;low;high;small;left;high;0.7315190287481528
M1;Xh;male;30;12;low;low;big;right;big;0.8654942528519314
M1;Xh;male;30;13;high;small;big;right;big;0.9504225434502587
M1;Xh;male;30;14;low;small;big;right;big;1.2836703509965446
M1;Xh;male;30;15;low;small;big;right;big;0.4680030268209521
M1;Xh;male;30;16;low;high;small;left;high;0.5552886712539475
M1;Xh;male;30;17;low;high;small;left;high;0.5124552519118879
M1;Xh;male;30;18;high;low;high;right;high;1.4546574514533859
M1;Xh;male;30;19;high;low;high;right;high;1.3138833220291417
M1;Xh;male;30;20;low;small;big;right;big;0.3739836082677357
M1;Xh;male;30;21;high;low;high;right;high;1.1197943907172885
M1;Xh;male;30;22;high;low;high;right;high;0.9566601364349481
M1;Xh;male;30;23;low;low;high;right;high;1.0788079336634837
M1;Xh;male;30;24;high;high;small;left;high;0.5446166319597978
M1;Xh;male;30;25;high;high;small;left;high;0.5442720288410783
M1;Xh;male;30;26;high;low;big;right;big;0.4453965876600705
M1;Xh;male;30;27;low;small;big;right;big;0.33522897950024344
M1;Xh;male;30;28;low;low;big;right;big;0.3782668712665327
M1;Xh;male;30;29;high;low;big;right;big;0.43730334826977924
M1;Xh;male;30;30;high;low;high;right;high;0.812696947803488
M1;Xh;male;30;31;low;small;big;right;big;0.43261271936353296
M1;Xh;male;30;32;low;low;big;right;big;0.32277984597021714
M1;Xh;male;30;33;high;high;small;left;high;0.6851160262594931
M1;Xh;male;30;34;high;small;big;right;big;0.3278845512541011
M1;Xh;male;30;35;low;high;small;left;high;0.48851974203716964
M1;Xh;male;30;36;high;low;high;right;high;0.8758994516683742
M1;Xh;male;30;37;high;small;big;right;big;0.6426410257699899
M1;Xh;male;30;38;low;small;big;right;big;0.550220676290337
M1;Xh;male;30;39;high;low;big;right;big;0.3657553696539253
M1;Xh;male;30;40;high;small;big;right;big;0.32674811087781563
