participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
F9;Xh;female;20;1;low;small;big;right;big;3.800999388564378
F9;Xh;female;20;2;high;high;small;left;high;2.6767788409488276
F9;Xh;female;20;3;high;low;big;right;big;2.636875929834787
F9;Xh;female;20;4;low;small;big;right;big;3.322739583061775
F9;Xh;female;20;5;high;low;big;right;big;1.329073491244344
F9;Xh;female;20;6;high;low;high;right;high;5.38187592785107
F9;Xh;female;20;7;high;small;big;right;big;1.7283264169236645
F9;Xh;female;20;8;low;low;high;left;low;3.1200363629322965
F9;Xh;female;20;9;high;low;big;right;big;2.45833834973746
F9;Xh;female;20;10;low;small;big;left;small;2.965996394486865
F9;Xh;female;20;11;low;small;big;right;big;2.3384310649707913
F9;Xh;female;20;12;low;high;small;left;high;2.8234941178525332
F9;Xh;female;20;13;high;low;high;right;high;1.8925777695840225
F9;Xh;female;20;14;high;high;small;left;high;1.3456022048194427
F9;Xh;female;20;15;low;high;small;left;high;1.1150315254635643
F9;Xh;female;20;16;high;high;small;left;high;0.9518471398914699
F9;Xh;female;20;17;low;high;small;left;high;1.0597122623294126
F9;Xh;female;20;18;high;low;big;right;big;1.1435116124921478
F9;Xh;female;20;19;low;low;big;right;big;1.5828565270639956
F9;Xh;female;20;20;high;low;big;right;big;1.1644345094100572
F9;Xh;female;20;21;high;small;big;right;big;0.9290295178361703
F9;Xh;female;20;22;high;low;big;right;big;1.0200643496064004
F9;Xh;female;20;23;high;low;high;right;high;1.7604645076789893
F9;Xh;female;20;24;low;high;small;left;high;1.5492058141098823
F9;Xh;female;20;25;low;low;high;right;high;1.6996323838538956
F9;Xh;female;20;26;low;low;big;left;low;1.684533003543038
F9;Xh;female;20;27;high;small;big;right;big;1.0633453977352474
F9;Xh;female;20;28;low;low;high;left;low;2.041031851520529
F9;Xh;female;20;29;low;low;high;left;low;1.2964285615598783
F9;Xh;female;20;30;high;low;big;right;big;1.114508897124324
F9;Xh;female;20;31;high;low;high;right;high;1.1532868152135052
F9;Xh;female;20;32;low;low;high;right;high;1.4706832733936608
F9;Xh;female;20;33;low;low;high;right;high;1.5798320721078198
F9;Xh;female;20;34;low;small;big;left;small;2.0941275757795665
F9;Xh;female;20;35;low;high;small;right;small;2.473038258845918
F9;Xh;female;20;36;low;low;big;left;low;2.499435727164382
F9;Xh;female;20;37;low;small;big;left;small;1.2797253753815312
F9;Xh;female;20;38;high;small;big;right;big;0.8921427722962108
F9;Xh;female;20;39;high;high;small;left;high;1.224849004211137
F9;Xh;female;20;40;high;high;small;left;high;1.0221943364304025
