participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M5;Xh;male;22;1;high;low;high;left;low;6.352806897135451
M5;Xh;male;22;2;low;small;big;right;big;3.5212037504534237
M5;Xh;male;22;3;high;low;high;left;low;2.4117703482625075
M5;Xh;male;22;4;high;high;small;right;small;1.6957971444062423
M5;Xh;male;22;5;low;low;big;right;big;2.731224162154831
M5;Xh;male;22;6;low;low;high;right;high;3.027144700550707
M5;Xh;male;22;7;high;low;high;left;low;3.117544799402822
M5;Xh;male;22;8;high;small;big;left;small;2.4109528533299454
M5;Xh;male;22;9;low;high;small;left;high;2.220062060136115
M5;Xh;male;22;10;low;small;big;right;big;2.758050312055275
M5;Xh;male;22;11;low;small;big;right;big;2.1045730375044513
M5;Xh;male;22;12;low;low;big;right;big;2.6890361335827038
M5;Xh;male;22;13;low;low;high;right;high;2.9850707502046134
M5;Xh;male;22;14;high;high;small;right;small;3.317931323312223
M5;Xh;male;22;15;high;low;big;left;low;1.8794717980199493
M5;Xh;male;22;16;high;small;big;left;small;2.1160096772946417
M5;Xh;male;22;17;low;low;big;right;big;1.1173150639806408
M5;Xh;male;22;18;high;low;big;right;big;1.4840027962927707
M5;Xh;male;22;19;low;high;small;left;high;1.4794874294893816
M5;Xh;male;22;20;high;low;big;left;low;1.4057036752346903
M5;Xh;male;22;21;high;low;high;left;low;1.8562191786186304
M5;Xh;male;22;22;low;high;small;left;high;2.7472499841242097
M5;Xh;male;22;23;high;small;big;left;small;1.3596223812783137
M5;Xh;male;22;24;low;small;big;right;big;1.0289040317875333
M5;Xh;male;22;25;high;small;big;left;small;1.4899396016844548
M5;Xh;male;22;26;low;low;high;right;high;2.219415485189529
M5;Xh;male;22;27;low;high;small;left;high;2.6243742966325954
M5;Xh;male;22;28;low;low;big;right;big;1.1259550105314702
M5;Xh;male;22;29;high;high;small;right;small;2.1823076883447357
M5;Xh;male;22;30;low;small;big;right;big;1.7963940222980455
M5;Xh;male;22;31;high;low;big;left;low;1.79349864544929
M5;Xh;male;22;32;high;small;big;left;small;1.2706835891876835
M5;Xh;male;22;33;high;high;small;right;small;1.3211235404305626
M5;Xh;male;22;34;low;high;small;left;high;1.271655425283825
M5;Xh;male;22;35;low;low;big;right;big;1.414098886481952
M5;Xh;male;22;36;high;low;high;left;low;2.028712585597532
M5;Xh;male;22;37;low;low;high;left;low;1.4051913100120146
M5;Xh;male;22;38;high;low;big;left;low;1.524013469927013
M5;Xh;male;22;39;high;low;high;left;low;1.1861693749960978
M5;Xh;male;22;40;low;high;small;left;high;2.1388872989919037
