participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M15;Xh;male;19;1;low;high;small;left;high;2.212001188949216
M15;Xh;male;19;2;high;low;high;right;high;2.4981899454141967
M15;Xh;male;19;3;high;small;big;left;small;2.0736767812049948
M15;Xh;male;19;4;high;small;big;left;small;1.3395023741177283
M15;Xh;male;19;5;low;small;big;right;big;1.355245960992761
M15;Xh;male;19;6;low;high;small;left;high;1.679346983000869
M15;Xh;male;19;7;high;low;high;right;high;1.7573851845809259
M15;Xh;male;19;8;low;high;small;left;high;1.2384752357320394
M15;Xh;male;19;9;low;low;big;right;big;1.3933796725177672
M15;Xh;male;19;10;high;high;small;left;high;1.0048694435681682
M15;Xh;male;19;11;high;low;big;left;low;1.7304260092205368
M15;Xh;male;19;12;high;small;big;left;small;0.8129278674023226
M15;Xh;male;19;13;high;low;big;left;low;0.7975490151438862
M15;Xh;male;19;14;low;low;big;right;big;1.06856023389264
M15;Xh;male;19;15;low;low;high;left;low;1.8516276281152386
M15;Xh;male;19;16;low;high;small;left;high;1.5404115263954736
M15;Xh;male;19;17;high;low;high;right;high;1.8143725953414105
M15;Xh;male;19;18;low;low;big;right;big;1.2832807481172495
M15;Xh;male;19;19;high;small;big;right;big;1.043776045087725
M15;Xh;male;19;20;low;high;small;left;high;0.8918486951442901
M15;Xh;male;19;21;high;low;big;left;low;1.0234010394779034
M15;Xh;male;19;22;high;low;high;right;high;1.385920771281235
M15;Xh;male;19;23;low;small;big;right;big;0.781436746387044
M15;Xh;male;19;24;high;low;high;right;high;1.1253865929902531
M15;Xh;male;19;25;low;low;high;left;low;1.7597054334182758
M15;Xh;male;19;26;low;small;big;right;big;1.5427471698494628
M15;Xh;male;19;27;high;small;big;left;small;0.7514515370712616
M15;Xh;male;19;28;low;high;small;left;high;0.9424485138151795
M15;Xh;male;19;29;high;high;small;left;high;0.7652234255801886
M15;Xh;male;19;30;low;small;big;right;big;0.7531761316640768
M15;Xh;male;19;31;low;high;small;left;high;0.7192810781125445
M15;Xh;male;19;32;high;low;high;right;high;1.2593191858031787
M15;Xh;male;19;33;high;low;big;left;low;1.1241984424705151
M15;Xh;male;19;34;low;low;high;left;low;1.341343415377196
M15;Xh;male;19;35;high;high;small;right;small;1.9557108001899906
M15;Xh;male;19;36;high;small;big;left;small;0.703467623272445
M15;Xh;male;19;37;low;low;big;right;big;0.621433130610967
M15;Xh;male;19;38;high;low;big;left;low;0.7283812850073446
M15;Xh;male;19;39;low;low;high;right;high;1.0125703170197085
M15;Xh;male;19;40;low;low;big;right;big;1.2221012580557726
