participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
ARF8;Afrikaans;male;19;1;high;low;high;right;high;3.0587107529863715
ARF8;Afrikaans;male;19;2;low;low;high;right;high;3.0071205580607057
ARF8;Afrikaans;male;19;3;low;high;small;left;high;3.269889621064067
ARF8;Afrikaans;male;19;4;low;low;big;right;big;3.1706589134410024
ARF8;Afrikaans;male;19;5;low;low;big;right;big;3.3281811689957976
ARF8;Afrikaans;male;19;6;high;small;big;left;small;2.0470326272770762
ARF8;Afrikaans;male;19;7;low;small;big;right;big;2.753484391607344
ARF8;Afrikaans;male;19;8;low;low;big;right;big;1.6281086569651961
ARF8;Afrikaans;male;19;9;low;high;small;left;high;3.2205233424901962
ARF8;Afrikaans;male;19;10;low;low;big;right;big;2.864866903051734
ARF8;Afrikaans;male;19;11;low;low;big;right;big;1.0132448142394423
ARF8;Afrikaans;male;19;12;low;low;big;right;big;1.488149574957788
ARF8;Afrikaans;male;19;13;low;low;high;left;low;3.634639880619943
ARF8;Afrikaans;male;19;14;low;small;big;right;big;1.625810925848782
ARF8;Afrikaans;male;19;15;high;low;high;right;high;2.1362876873463392
ARF8;Afrikaans;male;19;16;high;low;high;right;high;1.1893143085762858
ARF8;Afrikaans;male;19;17;high;small;big;left;small;1.5465307272970676
ARF8;Afrikaans;male;19;18;low;low;high;left;low;3.2502497658133507
ARF8;Afrikaans;male;19;19;high;high;small;right;small;2.2816155087202787
ARF8;Afrikaans;male;19;20;high;high;small;right;small;1.475412780418992
ARF8;Afrikaans;male;19;21;high;small;big;left;small;2.0576047152280807
ARF8;Afrikaans;male;19;22;high;high;small;right;small;3.764287792146206
ARF8;Afrikaans;male;19;23;low;low;big;right;big;3.044678844511509
ARF8;Afrikaans;male;19;24;high;small;big;left;small;2.1091230688616633
ARF8;Afrikaans;male;19;25;high;low;big;left;low;1.9539830163121223
ARF8;Afrikaans;male;19;26;high;high;small;right;small;1.8444486372172832
ARF8;Afrikaans;male;19;27;low;small;big;right;big;2.0065679335966706
ARF8;Afrikaans;male;19;28;high;low;high;right;high;3.4492270965129137
ARF8;Afrikaans;male;19;29;high;high;small;right;small;3.969252801500261
ARF8;Afrikaans;male;19;30;high;low;high;right;high;3.329922723583877
ARF8;Afrikaans;male;19;31;high;small;big;left;small;1.6763617927208543
ARF8;Afrikaans;male;19;32;high;low;big;left;low;2.4937216015532613
ARF8;Afrikaans;male;19;33;low;small;big;right;big;1.8806865476071835
ARF8;Afrikaans;male;19;34;high;high;small;right;small;5.766884729266167
ARF8;Afrikaans;male;19;35;low;low;high;left;low;3.846718736924231
ARF8;Afrikaans;male;19;36;low;high;small;left;high;2.100810027681291
ARF8;Afrikaans;male;19;37;high;small;big;left;small;1.4248966490849853
ARF8;Afrikaans;male;19;38;low;low;high;left;low;7.240388983860612
ARF8;Afrikaans;male;19;39;low;high;small;left;high;1.9599813520908356
ARF8;Afrikaans;male;19;40;high;low;big;left;low;2.9781760964542627
