participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M17;Xh;male;22;1;low;low;high;left;low;74.96702191446093
M17;Xh;male;22;2;low;low;high;left;low;2.291802669118624
M17;Xh;male;22;3;high;low;big;right;big;3.9048362463945523
M17;Xh;male;22;4;high;small;big;right;big;4.2533298807102256
M17;Xh;male;22;5;low;low;high;left;low;2.470705378538696
M17;Xh;male;22;6;low;low;high;left;low;1.4123127133352682
M17;Xh;male;22;7;high;low;big;right;big;3.2556323664903175
M17;Xh;male;22;8;low;low;big;right;big;0.5460566230758559
M17;Xh;male;22;9;low;low;big;right;big;0.3510230923711788
M17;Xh;male;22;10;high;low;big;left;low;0.9819598484027665
M17;Xh;male;22;11;low;high;small;left;high;1.7965408634918276
M17;Xh;male;22;12;low;high;small;left;high;0.630333996610716
M17;Xh;male;22;13;low;high;small;left;high;0.48697909369366243
M17;Xh;male;22;14;high;high;small;left;high;0.4961981156084221
M17;Xh;male;22;15;high;small;big;left;small;1.452096414664993
M17;Xh;male;22;16;low;low;high;right;high;4.259783393441467
M17;Xh;male;22;17;low;high;small;left;high;1.0775570203841198
M17;Xh;male;22;18;high;low;high;left;low;2.4616880659013987
M17;Xh;male;22;19;high;low;big;left;low;0.9395270844979677
M17;Xh;male;22;20;high;high;small;right;small;1.7854867213463876
M17;Xh;male;22;21;high;low;high;right;high;1.7179800335434265
M17;Xh;male;22;22;high;small;big;left;small;1.2174544446752407
M17;Xh;male;22;23;high;low;big;left;low;0.8462395035312511
M17;Xh;male;22;24;low;high;small;left;high;1.5285193631134462
M17;Xh;male;22;25;low;low;high;left;low;1.6917471694760025
M17;Xh;male;22;26;high;low;high;left;low;1.8652195177273825
M17;Xh;male;22;27;low;low;big;right;big;1.0410717196937185
M17;Xh;male;22;28;low;high;small;left;high;1.4282327464607079
M17;Xh;male;22;29;high;small;big;left;small;1.4645609428407624
M17;Xh;male;22;30;low;small;big;right;big;1.7647848756751046
M17;Xh;male;22;31;high;high;small;right;small;1.5348907710576896
M17;Xh;male;22;32;high;small;big;left;small;1.17425589603954
M17;Xh;male;22;33;low;small;big;right;big;1.4059941997693386
M17;Xh;male;22;34;high;small;big;left;small;2.1318918159231544
M17;Xh;male;22;35;low;low;big;right;big;1.678086990781594
M17;Xh;male;22;36;high;high;small;left;high;1.2262621533882339
M17;Xh;male;22;37;low;low;high;right;high;1.508902642322937
M17;Xh;male;22;38;high;small;big;left;small;1.2171082626155112
M17;Xh;male;22;39;low;low;big;right;big;2.450403398805065
M17;Xh;male;22;40;high;small;big;left;small;1.2311446231906302
