participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
F6;Xh;female;19;1;low;low;high;right;high;7.544420843711123
F6;Xh;female;19;2;low;low;high;right;high;3.24971845568507
F6;Xh;female;19;3;low;small;big;right;big;1.7268876100424677
F6;Xh;female;19;4;high;low;high;left;low;2.3424111719359644
F6;Xh;female;19;5;low;high;small;left;high;1.4051123631070368
F6;Xh;female;19;6;high;low;high;left;low;2.5073296257469337
F6;Xh;female;19;7;low;low;high;right;high;1.2115346128703095
F6;Xh;female;19;8;low;low;big;right;big;1.0231318306177855
F6;Xh;female;19;9;high;low;big;left;low;1.1554700911801774
F6;Xh;female;19;10;high;low;big;left;low;0.746829197218176
F6;Xh;female;19;11;low;small;big;right;big;0.7260626151401084
F6;Xh;female;19;12;high;small;big;left;small;0.7413976518728305
F6;Xh;female;19;13;low;small;big;right;big;0.9796798625029624
F6;Xh;female;19;14;high;low;big;left;low;0.5799623344501015
F6;Xh;female;19;15;high;high;small;right;small;1.4006210751249455
F6;Xh;female;19;16;high;high;small;left;high;1.0326417718315497
F6;Xh;female;19;17;high;low;big;left;low;0.9100120038783643
F6;Xh;female;19;18;high;low;high;right;high;1.9056257151823957
F6;Xh;female;19;19;low;low;high;right;high;0.8420474241720513
F6;Xh;female;19;20;high;high;small;left;high;2.2548409240262117
F6;Xh;female;19;21;high;small;big;right;big;0.9945487179211341
F6;Xh;female;19;22;high;high;small;left;high;1.2371122178446967
F6;Xh;female;19;23;low;low;high;right;high;1.3505020429438446
F6;Xh;female;19;24;low;low;big;right;big;1.353586892306339
F6;Xh;female;19;25;low;high;small;left;high;1.0625164554803632
F6;Xh;female;19;26;low;small;big;right;big;0.9831294464529492
F6;Xh;female;19;27;low;high;small;left;high;0.461091622186359
F6;Xh;female;19;28;low;low;big;right;big;0.4067276162968483
F6;Xh;female;19;29;high;high;small;left;high;0.38672168739140034
F6;Xh;female;19;30;high;low;high;right;high;0.5163840434106532
F6;Xh;female;19;31;high;small;big;right;big;0.6100955691363197
F6;Xh;female;19;32;low;low;high;left;low;0.4699289359850809
F6;Xh;female;19;33;high;low;big;right;big;0.32016196742188185
F6;Xh;female;19;34;low;high;small;left;high;1.027489698404679
F6;Xh;female;19;35;high;low;big;right;big;0.33338556982926093
F6;Xh;female;19;36;high;small;big;right;big;0.5547419640934095
F6;Xh;female;19;37;low;high;small;right;small;1.3759584644576535
F6;Xh;female;19;38;high;small;big;right;big;0.532625785068376
F6;Xh;female;19;39;low;low;big;left;low;1.0676326080574654
F6;Xh;female;19;40;low;small;big;left;small;0.9962271285767201
