participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
ARF10;Afrikaans;male;20;1;high;small;big;left;small;1.5068748369812965
ARF10;Afrikaans;male;20;2;low;high;small;left;high;0.9668994126841426
ARF10;Afrikaans;male;20;3;low;low;big;right;big;0.9368568100035191
ARF10;Afrikaans;male;20;4;high;low;big;left;low;0.5555262574926019
ARF10;Afrikaans;male;20;5;high;high;small;right;small;0.9653062783181667
ARF10;Afrikaans;male;20;6;low;low;high;right;high;1.4472652822732925
ARF10;Afrikaans;male;20;7;high;low;high;right;high;1.1758034452795982
ARF10;Afrikaans;male;20;8;high;small;big;left;small;0.773637792095542
ARF10;Afrikaans;male;20;9;high;low;high;right;high;0.6798567436635494
ARF10;Afrikaans;male;20;10;low;small;big;right;big;0.6054226607084274
ARF10;Afrikaans;male;20;11;high;low;big;right;big;0.5825385088101029
ARF10;Afrikaans;male;20;12;high;low;high;left;low;0.5715701105073094
ARF10;Afrikaans;male;20;13;low;high;small;left;high;0.6669991621747613
ARF10;Afrikaans;male;20;14;low;small;big;right;big;0.43141642585396767
ARF10;Afrikaans;male;20;15;low;high;small;left;high;0.434965455904603
ARF10;Afrikaans;male;20;16;high;high;small;left;high;0.5725636491551995
ARF10;Afrikaans;male;20;17;high;low;big;left;low;0.7749952729791403
ARF10;Afrikaans;male;20;18;high;low;big;left;low;0.5871205497533083
ARF10;Afrikaans;male;20;19;low;low;high;right;high;0.5142799960449338
ARF10;Afrikaans;male;20;20;low;low;big;left;low;0.6198998251929879
ARF10;Afrikaans;male;20;21;high;small;big;left;small;0.48041165713220835
ARF10;Afrikaans;male;20;22;high;small;big;left;small;0.5846005845814943
ARF10;Afrikaans;male;20;23;low;high;small;left;high;0.7143641533330083
ARF10;Afrikaans;male;20;24;high;small;big;left;small;0.8613273473456502
ARF10;Afrikaans;male;20;25;high;low;high;right;high;0.5791888190433383
ARF10;Afrikaans;male;20;26;low;small;big;right;big;0.6395467855036259
ARF10;Afrikaans;male;20;27;low;low;high;left;low;0.7222007531672716
ARF10;Afrikaans;male;20;28;low;low;big;right;big;0.7302769552916288
ARF10;Afrikaans;male;20;29;low;low;high;left;low;0.7501789117231965
ARF10;Afrikaans;male;20;30;high;low;high;right;high;0.6262032883241773
ARF10;Afrikaans;male;20;31;high;high;small;right;small;0.7443242575973272
ARF10;Afrikaans;male;20;32;low;high;small;left;high;0.6052714781835675
ARF10;Afrikaans;male;20;33;low;low;big;right;big;0.5587677909061313
ARF10;Afrikaans;male;20;34;low;high;small;left;high;0.7079166127368808
ARF10;Afrikaans;male;20;35;low;low;high;left;low;0.9343857923522592
ARF10;Afrikaans;male;20;36;low;small;big;right;big;0.5166941732168198
ARF10;Afrikaans;male;20;37;high;low;big;left;low;0.8931849244982004
ARF10;Afrikaans;male;20;38;low;high;small;left;high;0.5169941689819098
ARF10;Afrikaans;male;20;39;high;low;big;left;low;0.6775151984766126
ARF10;Afrikaans;male;20;40;high;small;big;left;small;0.7814862346276641
