participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M20;Xh;male;21;1;high;low;big;left;low;4.709066536044702
M20;Xh;male;21;2;high;small;big;left;small;1.823506749351509
M20;Xh;male;21;3;high;low;big;right;big;1.4003889712621458
M20;Xh;male;21;4;high;low;high;left;low;1.438446104322793
M20;Xh;male;21;5;high;high;small;right;small;1.2454130875703413
M20;Xh;male;21;6;high;low;big;left;low;2.2725629196793307
M20;Xh;male;21;7;low;high;small;right;small;1.8668845074134879
M20;Xh;male;21;8;high;small;big;right;big;1.4073584018624388
M20;Xh;male;21;9;low;small;big;right;big;1.7443707913917024
M20;Xh;male;21;10;low;low;high;left;low;1.751494563126471
M20;Xh;male;21;11;low;low;high;right;high;2.003119191242149
M20;Xh;male;21;12;low;low;high;left;low;1.1145325811812654
M20;Xh;male;21;13;low;high;small;left;high;1.5725646170321852
M20;Xh;male;21;14;high;high;small;left;high;1.4385238670220133
M20;Xh;male;21;15;low;low;high;right;high;1.6741479361662641
M20;Xh;male;21;16;low;small;big;right;big;2.215630377002526
M20;Xh;male;21;17;low;low;big;left;low;2.0192125127650797
M20;Xh;male;21;18;low;low;high;left;low;2.0835119835392106
M20;Xh;male;21;19;high;low;big;right;big;2.0838415867474396
M20;Xh;male;21;20;low;high;small;left;high;1.336217789183138
M20;Xh;male;21;21;low;low;big;left;low;1.5562755072605796
M20;Xh;male;21;22;high;low;high;left;low;1.540816523891408
M20;Xh;male;21;23;high;small;big;left;small;1.9336230420740321
M20;Xh;male;21;24;high;low;big;left;low;1.8870278038957622
M20;Xh;male;21;25;low;high;small;left;high;1.6157667182851583
M20;Xh;male;21;26;high;high;small;left;high;0.930398061987944
M20;Xh;male;21;27;high;high;small;left;high;0.45551718297065236
M20;Xh;male;21;28;high;small;big;left;small;0.45199378370307386
M20;Xh;male;21;29;high;low;big;left;low;0.9760021221009083
M20;Xh;male;21;30;low;low;big;right;big;2.012727026565699
M20;Xh;male;21;31;low;small;big;left;small;0.7526487665018067
M20;Xh;male;21;32;low;low;high;left;low;0.5766955125436652
M20;Xh;male;21;33;high;high;small;right;small;1.7331109925871715
M20;Xh;male;21;34;high;small;big;left;small;3.5194937610358465
M20;Xh;male;21;35;low;small;big;right;big;0.8448899065842852
M20;Xh;male;21;36;low;low;big;left;low;2.63722526980564
M20;Xh;male;21;37;high;high;small;left;high;2.4299683936405927
M20;Xh;male;21;38;low;small;big;right;big;1.330710849550087
M20;Xh;male;21;39;low;low;high;right;high;1.3888477268628776
M20;Xh;male;21;40;high;low;high;left;low;0.7035505175008439
