participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M18;Xh;male;22;1;high;low;big;right;big;2.9791327606362756
M18;Xh;male;22;2;high;small;big;right;big;3.5818945593200624
M18;Xh;male;22;3;high;low;big;right;big;4.127849340933608
M18;Xh;male;22;4;low;high;small;right;small;4.326969951624051
M18;Xh;male;22;5;high;high;small;left;high;3.8935539477388375
M18;Xh;male;22;6;low;low;high;right;high;5.629599395877449
M18;Xh;male;22;7;low;low;big;left;low;2.9088625372969545
M18;Xh;male;22;8;low;low;high;left;low;3.0641265771118924
M18;Xh;male;22;9;high;low;big;right;big;1.2182952289585955
M18;Xh;male;22;10;high;small;big;right;big;0.8505207928246818
M18;Xh;male;22;11;high;small;big;right;big;1.1823021620803047
M18;Xh;male;22;12;high;small;big;right;big;1.0909203587798402
M18;Xh;male;22;13;high;low;high;right;high;2.0858160482603125
M18;Xh;male;22;14;low;low;big;right;big;3.462110826425487
M18;Xh;male;22;15;low;high;small;right;small;1.920176019979408
M18;Xh;male;22;16;high;small;big;right;big;1.6049300747690722
M18;Xh;male;22;17;high;high;small;left;high;1.841632953059161
M18;Xh;male;22;18;low;high;small;right;small;1.228262272576103
M18;Xh;male;22;19;high;low;high;right;high;1.7720582517504226
M18;Xh;male;22;20;high;high;small;left;high;3.366415365599096
M18;Xh;male;22;21;low;small;big;left;small;1.4592316336929798
M18;Xh;male;22;22;low;low;high;left;low;1.6711838755873032
M18;Xh;male;22;23;low;low;high;left;low;1.1734545852232259
M18;Xh;male;22;24;low;low;big;left;low;2.2563610461947974
M18;Xh;male;22;25;high;low;high;right;high;0.8947440719930455
M18;Xh;male;22;26;low;high;small;right;small;2.2452062467637006
M18;Xh;male;22;27;low;low;big;left;low;1.1454442320973612
M18;Xh;male;22;28;high;low;high;right;high;1.2122100034321193
M18;Xh;male;22;29;low;low;high;left;low;1.0906298342451919
M18;Xh;male;22;30;high;low;big;right;big;1.4799733475374524
M18;Xh;male;22;31;low;low;big;left;low;1.2334727666748222
M18;Xh;male;22;32;low;high;small;right;small;1.5006759826792404
M18;Xh;male;22;33;high;small;big;right;big;2.951477273745695
M18;Xh;male;22;34;low;low;big;left;low;1.75835109964828
M18;Xh;male;22;35;high;small;big;right;big;1.6814473647391424
M18;Xh;male;22;36;low;high;small;right;small;2.2582853763888124
M18;Xh;male;22;37;high;low;high;right;high;1.9431400884641334
M18;Xh;male;22;38;low;small;big;left;small;1.557944444270106
M18;Xh;male;22;39;low;high;small;right;small;1.254011587036075
M18;Xh;male;22;40;high;small;big;right;big;2.876340370014077
