participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M8;Xh;male;18;1;low;low;high;left;low;8.946983222587733
M8;Xh;male;18;2;low;small;big;right;big;4.340375131898327
M8;Xh;male;18;3;low;high;small;right;small;5.246161504008342
M8;Xh;male;18;4;low;high;small;right;small;6.79923176788725
M8;Xh;male;18;5;high;small;big;left;small;2.041240666003432
M8;Xh;male;18;6;low;low;high;right;high;2.3513613797258586
M8;Xh;male;18;7;low;high;small;right;small;4.462003458669642
M8;Xh;male;18;8;high;small;big;left;small;0.8542411645466927
M8;Xh;male;18;9;high;low;big;left;low;0.5972813062835485
M8;Xh;male;18;10;low;high;small;right;small;2.176647986518219
M8;Xh;male;18;11;high;low;high;left;low;1.378907919919584
M8;Xh;male;18;12;low;low;big;right;big;0.72516104177339
M8;Xh;male;18;13;low;small;big;right;big;0.965596528549213
M8;Xh;male;18;14;low;low;big;right;big;0.6221041791141033
M8;Xh;male;18;15;high;low;big;left;low;0.5623682326986454
M8;Xh;male;18;16;high;low;high;left;low;1.310438869666541
M8;Xh;male;18;17;low;high;small;right;small;1.910419764521066
M8;Xh;male;18;18;low;small;big;right;big;1.3033447030175012
M8;Xh;male;18;19;high;low;big;left;low;0.521917430247413
M8;Xh;male;18;20;high;high;small;left;high;1.5695906880428083
M8;Xh;male;18;21;high;low;high;left;low;0.6305866266193334
M8;Xh;male;18;22;low;low;big;right;big;0.7619933139940258
M8;Xh;male;18;23;high;low;high;left;low;0.9535591029853094
M8;Xh;male;18;24;high;high;small;left;high;0.7179512179282028
M8;Xh;male;18;25;high;high;small;left;high;0.3371138362563215
M8;Xh;male;18;26;low;high;small;right;small;1.0662194588803686
M8;Xh;male;18;27;high;small;big;left;small;0.6321454327844549
M8;Xh;male;18;28;low;low;high;right;high;0.45478968747192994
M8;Xh;male;18;29;high;small;big;left;small;1.0944753368094098
M8;Xh;male;18;30;high;high;small;left;high;0.7282143123738933
M8;Xh;male;18;31;low;low;big;right;big;0.7400527917779982
M8;Xh;male;18;32;high;small;big;left;small;0.43532572890399024
M8;Xh;male;18;33;low;low;big;right;big;1.9639078547770623
M8;Xh;male;18;34;high;low;high;left;low;0.3141327941848431
M8;Xh;male;18;35;low;small;big;right;big;0.42375290574273095
M8;Xh;male;18;36;high;low;high;left;low;0.6070237460371573
M8;Xh;male;18;37;high;small;big;left;small;1.402125802647788
M8;Xh;male;18;38;low;low;big;right;big;1.0146020149695687
M8;Xh;male;18;39;low;low;high;right;high;2.369125611963682
M8;Xh;male;18;40;high;low;big;left;low;0.2915338549937587
