participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
ARF17;Afrikaans;male;22;1;high;low;high;left;low;1.599303930066526
ARF17;Afrikaans;male;22;2;high;small;big;left;small;1.3348718648776412
ARF17;Afrikaans;male;22;3;high;low;big;left;low;1.294698877260089
ARF17;Afrikaans;male;22;4;high;low;high;right;high;1.213285155594349
ARF17;Afrikaans;male;22;5;low;small;big;right;big;0.58320521004498
ARF17;Afrikaans;male;22;6;high;high;small;right;small;1.0081121223047376
ARF17;Afrikaans;male;22;7;high;low;big;left;low;0.6450197352096438
ARF17;Afrikaans;male;22;8;high;small;big;left;small;0.8013238497078419
ARF17;Afrikaans;male;22;9;low;low;high;left;low;1.4497177470475435
ARF17;Afrikaans;male;22;10;low;low;big;right;big;0.7030444443225861
ARF17;Afrikaans;male;22;11;low;high;small;left;high;0.797673374414444
ARF17;Afrikaans;male;22;12;low;small;big;right;big;0.9024618994444609
ARF17;Afrikaans;male;22;13;low;high;small;left;high;0.8355738939717412
ARF17;Afrikaans;male;22;14;high;low;big;left;low;0.9608244989067316
ARF17;Afrikaans;male;22;15;low;low;big;right;big;1.164069663733244
ARF17;Afrikaans;male;22;16;low;low;high;left;low;1.4408212937414646
ARF17;Afrikaans;male;22;17;low;low;big;right;big;0.7212312929332256
ARF17;Afrikaans;male;22;18;high;high;small;left;high;1.0801047934219241
ARF17;Afrikaans;male;22;19;low;high;small;left;high;0.7307486589998007
ARF17;Afrikaans;male;22;20;high;low;high;left;low;1.450707733631134
ARF17;Afrikaans;male;22;21;high;small;big;left;small;1.210372433066368
ARF17;Afrikaans;male;22;22;high;low;big;left;low;0.9660641616210341
ARF17;Afrikaans;male;22;23;low;low;high;left;low;1.2279146863147616
ARF17;Afrikaans;male;22;24;low;high;small;left;high;1.2342232810333371
ARF17;Afrikaans;male;22;25;low;high;small;left;high;0.8245711540803313
ARF17;Afrikaans;male;22;26;low;low;big;right;big;1.044437663629651
ARF17;Afrikaans;male;22;27;high;small;big;left;small;0.6051708217710257
ARF17;Afrikaans;male;22;28;high;high;small;right;small;0.9712536940351129
ARF17;Afrikaans;male;22;29;high;high;small;right;small;1.0246880734339356
ARF17;Afrikaans;male;22;30;high;low;high;left;low;1.3176651326939464
ARF17;Afrikaans;male;22;31;low;low;high;left;low;2.4462437173351645
ARF17;Afrikaans;male;22;32;low;low;high;left;low;1.2992473654448986
ARF17;Afrikaans;male;22;33;high;small;big;left;small;1.514945118688047
ARF17;Afrikaans;male;22;34;low;low;big;right;big;0.7391430139541626
ARF17;Afrikaans;male;22;35;low;small;big;right;big;0.9068682845681906
ARF17;Afrikaans;male;22;36;high;low;big;left;low;1.9575754655525088
ARF17;Afrikaans;male;22;37;low;low;high;left;low;1.2183144260197878
ARF17;Afrikaans;male;22;38;high;small;big;left;small;0.898817740380764
ARF17;Afrikaans;male;22;39;low;small;big;right;big;0.9991240911185741
ARF17;Afrikaans;male;22;40;high;high;small;right;small;1.2979672523215413
