participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
ARF13;Afrikaans;female;22;1;low;small;big;right;big;1.3768373262137175
ARF13;Afrikaans;female;22;2;low;low;big;right;big;1.5078881131485105
ARF13;Afrikaans;female;22;3;low;high;small;left;high;1.3487742999568582
ARF13;Afrikaans;female;22;4;low;small;big;right;big;0.8510434133931994
ARF13;Afrikaans;female;22;5;low;small;big;right;big;0.816401794552803
ARF13;Afrikaans;female;22;6;low;low;high;left;low;2.0948582692071795
ARF13;Afrikaans;female;22;7;high;low;big;left;low;1.081511220894754
ARF13;Afrikaans;female;22;8;high;low;big;left;low;1.0406589014455676
ARF13;Afrikaans;female;22;9;low;small;big;right;big;0.8739417754113674
ARF13;Afrikaans;female;22;10;low;low;big;right;big;0.7558054123073816
ARF13;Afrikaans;female;22;11;high;low;high;right;high;1.9204269098117948
ARF13;Afrikaans;female;22;12;low;small;big;right;big;0.7745879106223583
ARF13;Afrikaans;female;22;13;high;low;big;left;low;0.7722759693861008
ARF13;Afrikaans;female;22;14;low;low;big;right;big;0.8246441790834069
ARF13;Afrikaans;female;22;15;low;high;small;left;high;0.9641860304400325
ARF13;Afrikaans;female;22;16;high;low;high;right;high;1.853870083577931
ARF13;Afrikaans;female;22;17;low;low;big;right;big;1.3580449586734176
ARF13;Afrikaans;female;22;18;high;small;big;left;small;0.8149590529501438
ARF13;Afrikaans;female;22;19;low;low;big;right;big;0.6824619704857469
ARF13;Afrikaans;female;22;20;low;high;small;left;high;1.2745521869510412
ARF13;Afrikaans;female;22;21;low;low;high;right;high;1.9891555467620492
ARF13;Afrikaans;female;22;22;high;small;big;left;small;0.7036432512104511
ARF13;Afrikaans;female;22;23;high;low;high;right;high;1.636283147148788
ARF13;Afrikaans;female;22;24;high;low;high;right;high;1.1713449554517865
ARF13;Afrikaans;female;22;25;high;high;small;right;small;0.9749610098078847
ARF13;Afrikaans;female;22;26;high;small;big;left;small;1.0248195193707943
ARF13;Afrikaans;female;22;27;high;low;high;right;high;1.1951251477003098
ARF13;Afrikaans;female;22;28;low;high;small;left;high;0.8384984573349357
ARF13;Afrikaans;female;22;29;high;high;small;right;small;1.037723284214735
ARF13;Afrikaans;female;22;30;high;low;high;right;high;1.2118889903649688
ARF13;Afrikaans;female;22;31;low;low;big;right;big;0.6902721235528588
ARF13;Afrikaans;female;22;32;low;high;small;left;high;1.2338798651471734
ARF13;Afrikaans;female;22;33;high;low;high;right;high;1.2529836744070053
ARF13;Afrikaans;female;22;34;low;high;small;left;high;1.2530559115111828
ARF13;Afrikaans;female;22;35;high;high;small;right;small;0.7919213501736522
ARF13;Afrikaans;female;22;36;low;high;small;left;high;0.8509522303938866
ARF13;Afrikaans;female;22;37;high;small;big;left;small;1.2733790455386043
ARF13;Afrikaans;female;22;38;high;low;big;left;low;0.7486907746642828
ARF13;Afrikaans;female;22;39;high;small;big;left;small;0.6407783469185233
ARF13;Afrikaans;female;22;40;high;low;high;right;high;0.9924420798197389
