participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M13;Xh;male;20;1;low;high;small;left;high;2.3183201366919093
M13;Xh;male;20;2;high;small;big;right;big;2.3830439469602425
M13;Xh;male;20;3;high;low;high;right;high;1.495822328462964
M13;Xh;male;20;4;high;small;big;right;big;1.149030788888922
M13;Xh;male;20;5;high;low;big;left;low;1.1574717893381603
M13;Xh;male;20;6;high;high;small;left;high;1.0709266666381154
M13;Xh;male;20;7;low;low;big;left;low;1.2308185725705698
M13;Xh;male;20;8;high;low;high;right;high;1.0025456421426497
M13;Xh;male;20;9;high;small;big;right;big;0.953839364432497
M13;Xh;male;20;10;low;low;high;left;low;0.9419428590335883
M13;Xh;male;20;11;high;small;big;right;big;0.930537798005389
M13;Xh;male;20;12;low;low;high;left;low;1.047588389919838
M13;Xh;male;20;13;low;low;big;left;low;0.3675237797724549
M13;Xh;male;20;14;low;low;big;left;low;0.7552855923131574
M13;Xh;male;20;15;high;low;high;right;high;0.7764011196268257
M13;Xh;male;20;16;high;low;high;right;high;0.5972153856419027
M13;Xh;male;20;17;high;low;big;right;big;0.3873698412789963
M13;Xh;male;20;18;low;high;small;left;high;0.6799394793051761
M13;Xh;male;20;19;high;small;big;right;big;0.8285759285208769
M13;Xh;male;20;20;low;small;big;left;small;0.8044572618964594
M13;Xh;male;20;21;low;small;big;left;small;0.4167487385275308
M13;Xh;male;20;22;low;low;high;left;low;0.33014282674412243
M13;Xh;male;20;23;high;high;small;right;small;0.568019250407815
M13;Xh;male;20;24;low;low;big;left;low;0.4343306034861598
M13;Xh;male;20;25;low;low;high;left;low;0.21849062250112183
M13;Xh;male;20;26;high;high;small;right;small;0.7911187917634379
M13;Xh;male;20;27;high;low;high;right;high;0.5509525138477329
M13;Xh;male;20;28;low;low;big;left;low;0.31016216083662584
M13;Xh;male;20;29;high;low;high;right;high;0.37516504831728525
M13;Xh;male;20;30;low;high;small;left;high;0.2562899939948693
M13;Xh;male;20;31;high;high;small;right;small;0.6660187759553082
M13;Xh;male;20;32;low;small;big;left;small;0.34244630331522785
M13;Xh;male;20;33;low;high;small;left;high;0.2527271212893538
M13;Xh;male;20;34;high;low;big;right;big;0.5642120371048804
M13;Xh;male;20;35;high;small;big;right;big;0.449506956996629
M13;Xh;male;20;36;high;small;big;right;big;0.5875258402957115
M13;Xh;male;20;37;low;low;big;left;low;1.3661951037938707
M13;Xh;male;20;38;low;low;big;left;low;0.2004832338716369
M13;Xh;male;20;39;low;high;small;left;high;0.4603305742784869
M13;Xh;male;20;40;low;high;small;left;high;0.272489104361739
