participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
ARF26;Afrikaans;female;22;1;low;low;high;left;low;2.3651584116742015
ARF26;Afrikaans;female;22;2;high;low;high;right;high;2.4054513964802027
ARF26;Afrikaans;female;22;3;low;low;big;right;big;2.315725028514862
ARF26;Afrikaans;female;22;4;low;small;big;right;big;1.6019198149442673
ARF26;Afrikaans;female;22;5;high;low;high;left;low;1.6873278226703405
ARF26;Afrikaans;female;22;6;high;high;small;left;high;1.5824950886890292
ARF26;Afrikaans;female;22;7;low;low;high;right;high;1.596491470001638
ARF26;Afrikaans;female;22;8;high;small;big;right;big;1.317180403508246
ARF26;Afrikaans;female;22;9;high;high;small;left;high;1.1361179519444704
ARF26;Afrikaans;female;22;10;high;small;big;left;small;1.652262263931334
ARF26;Afrikaans;female;22;11;high;high;small;left;high;1.5427570957690477
ARF26;Afrikaans;female;22;12;low;low;high;right;high;1.7331683617085218
ARF26;Afrikaans;female;22;13;high;low;big;left;low;1.7391734095290303
ARF26;Afrikaans;female;22;14;high;high;small;left;high;1.4789543095976114
ARF26;Afrikaans;female;22;15;low;low;high;right;high;1.3413241412490606
ARF26;Afrikaans;female;22;16;high;low;big;left;low;1.2615071078762412
ARF26;Afrikaans;female;22;17;low;high;small;left;high;1.4399078851565719
ARF26;Afrikaans;female;22;18;low;low;big;right;big;1.061221637763083
ARF26;Afrikaans;female;22;19;low;low;high;right;high;1.9682580791413784
ARF26;Afrikaans;female;22;20;high;small;big;left;small;1.3647013129666448
ARF26;Afrikaans;female;22;21;high;small;big;left;small;1.27704175747931
ARF26;Afrikaans;female;22;22;low;low;high;left;low;1.3612841237336397
ARF26;Afrikaans;female;22;23;high;low;big;left;low;1.4055796843022108
ARF26;Afrikaans;female;22;24;low;small;big;right;big;1.1513802371919155
ARF26;Afrikaans;female;22;25;low;small;big;right;big;0.7087392322719097
ARF26;Afrikaans;female;22;26;low;low;big;right;big;1.0180727718397975
ARF26;Afrikaans;female;22;27;high;small;big;left;small;1.2212630696594715
ARF26;Afrikaans;female;22;28;high;high;small;left;high;1.5224860655143857
ARF26;Afrikaans;female;22;29;high;high;small;left;high;1.9664237620308995
ARF26;Afrikaans;female;22;30;high;small;big;left;small;1.507034309208393
ARF26;Afrikaans;female;22;31;low;small;big;right;big;0.740691545419395
ARF26;Afrikaans;female;22;32;high;low;high;right;high;1.5374057227745652
ARF26;Afrikaans;female;22;33;high;high;small;right;small;1.3705326784402132
ARF26;Afrikaans;female;22;34;low;low;big;right;big;1.1659927945584059
ARF26;Afrikaans;female;22;35;low;high;small;left;high;1.560609607025981
ARF26;Afrikaans;female;22;36;high;low;big;left;low;1.434673748910427
ARF26;Afrikaans;female;22;37;low;high;small;left;high;1.3038700632750988
ARF26;Afrikaans;female;22;38;low;low;big;right;big;1.3914719885215163
ARF26;Afrikaans;female;22;39;low;low;high;left;low;1.9951534885913134
ARF26;Afrikaans;female;22;40;low;low;big;right;big;1.5814597075805068
