participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
ARF21;Afrikaans;female;19;1;low;small;big;left;small;2.522906454280019
ARF21;Afrikaans;female;19;2;high;low;high;right;high;3.4773055175319314
ARF21;Afrikaans;female;19;3;low;high;small;left;high;1.5373267773538828
ARF21;Afrikaans;female;19;4;low;low;high;right;high;1.6626058025285602
ARF21;Afrikaans;female;19;5;high;small;big;left;small;1.5056045921519399
ARF21;Afrikaans;female;19;6;high;low;big;left;low;1.8263470493257046
ARF21;Afrikaans;female;19;7;high;high;small;left;high;1.8370221629738808
ARF21;Afrikaans;female;19;8;high;low;high;left;low;1.2502454239875078
ARF21;Afrikaans;female;19;9;low;low;big;right;big;0.948386911302805
ARF21;Afrikaans;female;19;10;high;small;big;left;small;3.9602785855531693
ARF21;Afrikaans;female;19;11;high;low;big;left;low;1.1671833042055368
ARF21;Afrikaans;female;19;12;low;low;big;right;big;0.7069475473836064
ARF21;Afrikaans;female;19;13;low;low;big;right;big;0.7384202610701323
ARF21;Afrikaans;female;19;14;high;small;big;left;small;0.5223790928721428
ARF21;Afrikaans;female;19;15;high;small;big;left;small;0.497949568554759
ARF21;Afrikaans;female;19;16;high;small;big;left;small;0.4664369858801365
ARF21;Afrikaans;female;19;17;low;low;high;left;low;2.5938700595870614
ARF21;Afrikaans;female;19;18;high;small;big;left;small;1.7181839682161808
ARF21;Afrikaans;female;19;19;low;low;big;right;big;0.7830391069874167
ARF21;Afrikaans;female;19;20;high;high;small;right;small;1.4573459289968014
ARF21;Afrikaans;female;19;21;high;high;small;right;small;0.9296269118785858
ARF21;Afrikaans;female;19;22;low;high;small;left;high;0.7527801916003227
ARF21;Afrikaans;female;19;23;low;low;high;right;high;1.7762513076886535
ARF21;Afrikaans;female;19;24;high;small;big;left;small;0.9392583547160029
ARF21;Afrikaans;female;19;25;high;low;big;left;low;1.0199197195470333
ARF21;Afrikaans;female;19;26;high;small;big;left;small;0.6239785831421614
ARF21;Afrikaans;female;19;27;low;low;high;right;high;1.0197827471420169
ARF21;Afrikaans;female;19;28;low;low;high;right;high;0.939139936119318
ARF21;Afrikaans;female;19;29;low;low;high;right;high;1.116685725748539
ARF21;Afrikaans;female;19;30;low;low;high;right;high;1.075866169296205
ARF21;Afrikaans;female;19;31;low;small;big;right;big;0.9658348225057125
ARF21;Afrikaans;female;19;32;high;high;small;right;small;0.9727469626814127
ARF21;Afrikaans;female;19;33;low;low;big;right;big;1.6219615060836077
ARF21;Afrikaans;female;19;34;high;high;small;right;small;2.2736253580078483
ARF21;Afrikaans;female;19;35;low;low;high;right;high;1.4140944331884384
ARF21;Afrikaans;female;19;36;low;high;small;left;high;1.2553931148722768
ARF21;Afrikaans;female;19;37;low;low;big;right;big;1.3133653244003654
ARF21;Afrikaans;female;19;38;high;high;small;right;small;1.0766276055946946
ARF21;Afrikaans;female;19;39;high;high;small;right;small;0.6522109489887953
ARF21;Afrikaans;female;19;40;low;low;big;right;big;1.5871568648144603
