participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
F3;Xh;female;24;1;high;high;small;left;high;8.29882815197925
F3;Xh;female;24;2;high;small;big;right;big;5.1050261925847735
F3;Xh;female;24;3;low;low;big;right;big;4.584140992839821
F3;Xh;female;24;4;low;small;big;left;small;3.4205745043291245
F3;Xh;female;24;5;high;high;small;left;high;5.474969694274478
F3;Xh;female;24;6;high;low;big;right;big;2.988865726743825
F3;Xh;female;24;7;high;low;big;right;big;3.477580467588268
F3;Xh;female;24;8;high;small;big;right;big;2.9788994725968223
F3;Xh;female;24;9;low;low;high;left;low;4.070461274764966
F3;Xh;female;24;10;low;low;big;right;big;2.210451461665798
F3;Xh;female;24;11;low;small;big;right;big;4.100670693209395
F3;Xh;female;24;12;low;low;high;right;high;3.0784996461006813
F3;Xh;female;24;13;high;low;big;left;low;1.8629020320368
F3;Xh;female;24;14;high;low;high;left;low;4.093917577090906
F3;Xh;female;24;15;low;low;high;left;low;4.629395712923724
F3;Xh;female;24;16;high;high;small;left;high;2.960569191200193
F3;Xh;female;24;17;low;high;small;left;high;3.6799552686861716
F3;Xh;female;24;18;low;low;high;left;low;3.278928801359143
F3;Xh;female;24;19;low;low;high;right;high;3.350529674353311
F3;Xh;female;24;20;low;low;high;left;low;2.7223647432692815
F3;Xh;female;24;21;high;high;small;right;small;2.8364327220770065
F3;Xh;female;24;22;low;small;big;right;big;3.1796980992367025
F3;Xh;female;24;23;high;small;big;right;big;1.7433476398291532
F3;Xh;female;24;24;high;low;big;right;big;1.9936708286113571
F3;Xh;female;24;25;high;high;small;left;high;1.5372528617153876
F3;Xh;female;24;26;high;small;big;right;big;0.281924440729199
F3;Xh;female;24;27;high;small;big;left;small;1.7844047543185297
F3;Xh;female;24;28;high;high;small;left;high;3.1336325946613215
F3;Xh;female;24;29;low;high;small;left;high;1.8713086905772798
F3;Xh;female;24;30;low;low;high;right;high;1.2552609214326367
F3;Xh;female;24;31;high;high;small;right;small;0.5424096719361842
F3;Xh;female;24;32;high;low;big;right;big;1.8086852620763239
F3;Xh;female;24;33;high;small;big;right;big;1.2099418595607858
F3;Xh;female;24;34;low;low;big;right;big;3.6124600282055326
F3;Xh;female;24;35;low;low;big;right;big;2.764164353196975
F3;Xh;female;24;36;low;low;high;left;low;1.4662871163745876
F3;Xh;female;24;37;low;high;small;left;high;1.3605507966130972
F3;Xh;female;24;38;low;low;big;right;big;1.350196913263062
F3;Xh;female;24;39;low;low;high;left;low;1.4025485632009804
F3;Xh;female;24;40;high;small;big;left;small;1.6730880743416492
