participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M2;Xh;male;25;1;high;high;small;left;high;12.68702575127827
M2;Xh;male;25;2;low;small;big;right;big;6.617316445539473
M2;Xh;male;25;3;high;low;big;left;low;3.1086032757302746
M2;Xh;male;25;4;high;low;high;right;high;5.245817295595771
M2;Xh;male;25;5;high;high;small;left;high;4.816120479255915
M2;Xh;male;25;6;low;low;high;right;high;4.019682246726006
M2;Xh;male;25;7;high;low;big;left;low;2.4080855026259087
M2;Xh;male;25;8;low;low;big;right;big;2.5886946488462854
M2;Xh;male;25;9;high;low;high;left;low;4.132508391077863
M2;Xh;male;25;10;low;low;big;right;big;5.248319911712315
M2;Xh;male;25;11;high;low;high;left;low;4.335775686631678
M2;Xh;male;25;12;low;low;big;right;big;3.3273520545335487
M2;Xh;male;25;13;high;small;big;right;big;1.4544178476789966
M2;Xh;male;25;14;high;high;small;left;high;3.6065216438728385
M2;Xh;male;25;15;high;high;small;left;high;3.564517956256168
M2;Xh;male;25;16;high;small;big;right;big;4.58875346428249
M2;Xh;male;25;17;low;low;high;left;low;15.546763592399657
M2;Xh;male;25;18;high;low;big;left;low;4.240637196053285
M2;Xh;male;25;19;low;low;big;right;big;3.6131725237937644
M2;Xh;male;25;20;low;small;big;right;big;1.8778739131521434
M2;Xh;male;25;21;low;low;high;right;high;1.9971425176481716
M2;Xh;male;25;22;low;high;small;left;high;2.649120196234435
M2;Xh;male;25;23;low;low;big;right;big;6.292133061826462
M2;Xh;male;25;24;high;low;high;left;low;3.3649347168393433
M2;Xh;male;25;25;low;small;big;right;big;3.1922147323493846
M2;Xh;male;25;26;high;low;high;left;low;3.4396180707844906
M2;Xh;male;25;27;low;high;small;right;small;3.273570281889988
M2;Xh;male;25;28;high;small;big;left;small;4.065468674059957
M2;Xh;male;25;29;high;high;small;right;small;4.938349986507092
M2;Xh;male;25;30;low;high;small;left;high;4.18791094320477
M2;Xh;male;25;31;high;low;high;left;low;6.765796185209183
M2;Xh;male;25;32;high;small;big;right;big;7.517601404309971
M2;Xh;male;25;33;high;small;big;right;big;1.3856772201543208
M2;Xh;male;25;34;low;low;big;right;big;3.4423512117937207
M2;Xh;male;25;35;high;low;high;left;low;4.3325017595198005
M2;Xh;male;25;36;low;small;big;right;big;2.330143221479375
M2;Xh;male;25;37;low;low;big;right;big;0.5173791688284837
M2;Xh;male;25;38;low;small;big;right;big;1.813199049938703
M2;Xh;male;25;39;low;high;small;left;high;2.58795175870182
M2;Xh;male;25;40;low;high;small;left;high;2.521896509337239
