participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
ARF6;Afrikaans;male;21;1;low;low;big;left;low;2.5980921052396297
ARF6;Afrikaans;male;21;2;high;low;big;left;low;0.41441811341792345
ARF6;Afrikaans;male;21;3;high;low;big;left;low;0.24140423350036144
ARF6;Afrikaans;male;21;4;high;low;high;left;low;0.2676850473508239
ARF6;Afrikaans;male;21;5;low;high;small;left;high;1.2769391275942326
ARF6;Afrikaans;male;21;6;high;high;small;right;small;0.8300922606140375
ARF6;Afrikaans;male;21;7;high;high;small;right;small;0.826905595138669
ARF6;Afrikaans;male;21;8;low;high;small;left;high;2.085536690428853
ARF6;Afrikaans;male;21;9;low;low;big;right;big;2.611180605366826
ARF6;Afrikaans;male;21;10;high;low;high;left;low;1.8230711752548814
ARF6;Afrikaans;male;21;11;low;low;big;right;big;1.7469058008864522
ARF6;Afrikaans;male;21;12;low;high;small;left;high;1.1055089086294174
ARF6;Afrikaans;male;21;13;low;small;big;right;big;2.6233860915526748
ARF6;Afrikaans;male;21;14;low;high;small;left;high;1.1989102261140943
ARF6;Afrikaans;male;21;15;high;small;big;left;small;0.806511802598834
ARF6;Afrikaans;male;21;16;low;low;big;right;big;1.3264463255181909
ARF6;Afrikaans;male;21;17;high;low;high;left;low;1.5239745965227485
ARF6;Afrikaans;male;21;18;low;low;high;left;low;2.696470983326435
ARF6;Afrikaans;male;21;19;low;high;small;left;high;1.0163288488984108
ARF6;Afrikaans;male;21;20;high;small;big;left;small;0.581640100106597
ARF6;Afrikaans;male;21;21;low;high;small;right;small;1.3322911113500595
ARF6;Afrikaans;male;21;22;high;small;big;left;small;0.9029505774378777
ARF6;Afrikaans;male;21;23;high;low;high;left;low;1.5361086362972856
ARF6;Afrikaans;male;21;24;high;small;big;left;small;0.9049625219777226
ARF6;Afrikaans;male;21;25;low;small;big;right;big;0.9705017311498523
ARF6;Afrikaans;male;21;26;low;small;big;right;big;0.5102687366306782
ARF6;Afrikaans;male;21;27;high;small;big;left;small;0.5851729456335306
ARF6;Afrikaans;male;21;28;high;low;high;left;low;0.7339641395956278
ARF6;Afrikaans;male;21;29;high;small;big;left;small;0.49285279773175716
ARF6;Afrikaans;male;21;30;low;small;big;left;small;0.6049521407112479
ARF6;Afrikaans;male;21;31;high;low;big;left;low;4.143257456831634
ARF6;Afrikaans;male;21;32;low;low;high;left;low;1.3369757821783423
ARF6;Afrikaans;male;21;33;high;low;big;left;low;1.6831957753747702
ARF6;Afrikaans;male;21;34;low;high;small;left;high;1.572809566743672
ARF6;Afrikaans;male;21;35;low;low;big;right;big;1.5448333816602826
ARF6;Afrikaans;male;21;36;high;high;small;right;small;1.5365088935941458
ARF6;Afrikaans;male;21;37;low;low;high;right;high;2.1454975567758083
ARF6;Afrikaans;male;21;38;high;low;high;left;low;1.2061377549543977
ARF6;Afrikaans;male;21;39;high;low;big;left;low;1.0380007810890675
ARF6;Afrikaans;male;21;40;low;low;high;right;high;1.3513633431866765
