participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M14;Xh;male;20;1;low;low;high;left;low;6.00145104364492
M14;Xh;male;20;2;low;high;small;right;small;3.204519787832396
M14;Xh;male;20;3;low;small;big;right;big;3.0661768275895156
M14;Xh;male;20;4;high;high;small;left;high;0.9236034987552557
M14;Xh;male;20;5;high;low;big;right;big;1.513287352048792
M14;Xh;male;20;6;high;small;big;right;big;1.5036159644660074
M14;Xh;male;20;7;high;high;small;left;high;1.6326384560379665
M14;Xh;male;20;8;low;low;big;right;big;1.228379113948904
M14;Xh;male;20;9;high;high;small;left;high;1.8494072470639367
M14;Xh;male;20;10;high;high;small;left;high;0.9746588409179822
M14;Xh;male;20;11;low;high;small;left;high;1.7084685134177562
M14;Xh;male;20;12;high;small;big;right;big;0.9755655458429828
M14;Xh;male;20;13;low;low;big;right;big;1.4663936946890317
M14;Xh;male;20;14;low;small;big;right;big;0.3890435151406564
M14;Xh;male;20;15;low;small;big;right;big;0.6233093032205943
M14;Xh;male;20;16;low;small;big;right;big;0.5813423258950934
M14;Xh;male;20;17;low;low;high;right;high;2.0833094847912434
M14;Xh;male;20;18;high;low;big;left;low;2.3886535175261088
M14;Xh;male;20;19;high;low;big;left;low;0.7881286786869168
M14;Xh;male;20;20;low;low;big;right;big;0.28201246648677625
M14;Xh;male;20;21;high;small;big;left;small;0.28353929915465415
M14;Xh;male;20;22;high;small;big;left;small;0.33173005378921516
M14;Xh;male;20;23;high;low;high;left;low;0.22250665028695948
M14;Xh;male;20;24;low;low;high;left;low;2.0823976483370643
M14;Xh;male;20;25;low;low;big;right;big;0.5340586709498893
M14;Xh;male;20;26;low;low;big;right;big;2.2209936333238147
M14;Xh;male;20;27;high;high;small;left;high;1.9489588682772592
M14;Xh;male;20;28;low;high;small;right;small;2.2466217643232085
M14;Xh;male;20;29;low;low;big;right;big;0.3829677632311359
M14;Xh;male;20;30;high;small;big;left;small;0.2698163577297237
M14;Xh;male;20;31;low;high;small;right;small;0.5844871748995502
M14;Xh;male;20;32;high;high;small;left;high;1.568705298792338
M14;Xh;male;20;33;high;small;big;left;small;0.26297916314797476
M14;Xh;male;20;34;low;low;high;left;low;1.679933163599344
M14;Xh;male;20;35;low;low;big;right;big;1.0807259481225628
M14;Xh;male;20;36;high;low;high;left;low;2.579071813641349
M14;Xh;male;20;37;high;low;high;left;low;0.27419948851456866
M14;Xh;male;20;38;low;low;high;right;high;1.4593697907403111
M14;Xh;male;20;39;high;low;high;right;high;2.3749041288974695
M14;Xh;male;20;40;high;low;high;right;high;3.6843648467038292
