participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M7;Xh;male;22;1;low;small;big;right;big;2.9013199523615185
M7;Xh;male;22;2;low;low;big;right;big;1.4369141401548404
M7;Xh;male;22;3;low;low;big;right;big;2.067684712994378
M7;Xh;male;22;4;low;small;big;right;big;2.183906757418299
M7;Xh;male;22;5;low;low;high;left;low;3.28000168944709
M7;Xh;male;22;6;high;high;small;left;high;1.731757843081141
M7;Xh;male;22;7;high;low;big;right;big;1.3797704145836178
M7;Xh;male;22;8;low;high;small;left;high;1.398545561620267
M7;Xh;male;22;9;high;low;high;right;high;2.34005184439593
M7;Xh;male;22;10;high;low;high;left;low;0.9321866035752464
M7;Xh;male;22;11;high;high;small;right;small;0.9270980824076105
M7;Xh;male;22;12;low;low;big;right;big;1.6466085012361873
M7;Xh;male;22;13;low;high;small;left;high;12.443125285935821
M7;Xh;male;22;14;high;high;small;right;small;1.5755405196687207
M7;Xh;male;22;15;high;high;small;left;high;1.98486825148575
M7;Xh;male;22;16;low;low;big;right;big;1.0903673358843662
M7;Xh;male;22;17;low;small;big;right;big;1.304688378906576
M7;Xh;male;22;18;low;low;big;right;big;0.9251232261885889
M7;Xh;male;22;19;low;high;small;left;high;1.7199659423204139
M7;Xh;male;22;20;low;small;big;right;big;1.1607867688289843
M7;Xh;male;22;21;low;small;big;right;big;1.0519229683850426
M7;Xh;male;22;22;high;low;big;right;big;1.5094327706028707
M7;Xh;male;22;23;high;low;big;right;big;1.0151333274843637
M7;Xh;male;22;24;high;small;big;right;big;0.967460464395117
M7;Xh;male;22;25;high;high;small;left;high;1.4463502659928054
M7;Xh;male;22;26;low;small;big;right;big;1.312612277251901
M7;Xh;male;22;27;low;low;high;left;low;1.5359486592642497
M7;Xh;male;22;28;high;small;big;right;big;2.2423716589983087
M7;Xh;male;22;29;high;low;big;right;big;0.7703127362183295
M7;Xh;male;22;30;low;low;high;left;low;1.6414986644231249
M7;Xh;male;22;31;high;low;high;right;high;1.4183339918963611
M7;Xh;male;22;32;low;small;big;right;big;3.1215963532740716
M7;Xh;male;22;33;low;low;high;left;low;1.8975632650835905
M7;Xh;male;22;34;high;small;big;right;big;0.7258226166013628
M7;Xh;male;22;35;high;high;small;left;high;0.5120920962654054
M7;Xh;male;22;36;high;high;small;left;high;0.6574960654834285
M7;Xh;male;22;37;high;low;big;right;big;0.945902439794736
M7;Xh;male;22;38;high;low;high;left;low;1.2276267502165865
M7;Xh;male;22;39;low;low;high;right;high;0.8810369198909029
M7;Xh;male;22;40;high;low;high;left;low;2.3943562454369385
