participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
M6;Xh;male;19;1;low;low;big;left;low;2.5108289461932145
M6;Xh;male;19;2;low;low;high;left;low;2.8192061180598103
M6;Xh;male;19;3;low;high;small;left;high;2.129747223923914
M6;Xh;male;19;4;high;low;big;right;big;1.749566285579931
M6;Xh;male;19;5;low;low;high;left;low;2.416058742790483
M6;Xh;male;19;6;low;high;small;left;high;1.8675516085640993
M6;Xh;male;19;7;high;low;big;right;big;0.9908318988163956
M6;Xh;male;19;8;high;low;big;right;big;0.4442550157837104
M6;Xh;male;19;9;low;high;small;left;high;1.2007702057890128
M6;Xh;male;19;10;high;small;big;right;big;1.255307105340762
M6;Xh;male;19;11;low;low;high;left;low;1.5087100119271781
M6;Xh;male;19;12;high;low;high;left;low;1.3976076726976316
M6;Xh;male;19;13;high;small;big;right;big;3.4308186515117995
M6;Xh;male;19;14;high;low;big;right;big;0.8204593998088967
M6;Xh;male;19;15;low;small;big;right;big;1.4005227862508036
M6;Xh;male;19;16;low;low;high;left;low;1.590996739862021
M6;Xh;male;19;17;low;high;small;left;high;1.255094343505334
M6;Xh;male;19;18;low;high;small;left;high;1.1538165487581864
M6;Xh;male;19;19;high;small;big;right;big;0.9727960892778356
M6;Xh;male;19;20;low;low;high;left;low;1.580269832542399
M6;Xh;male;19;21;high;low;high;left;low;1.1710388106876053
M6;Xh;male;19;22;low;high;small;left;high;1.3840517038770486
M6;Xh;male;19;23;high;high;small;left;high;1.1161103345802985
M6;Xh;male;19;24;low;small;big;right;big;0.9535563398676459
M6;Xh;male;19;25;low;low;high;left;low;1.205154915485764
M6;Xh;male;19;26;high;low;big;right;big;0.7933936461049598
M6;Xh;male;19;27;low;small;big;right;big;0.7027085490408354
M6;Xh;male;19;28;high;high;small;left;high;1.0349020209978335
M6;Xh;male;19;29;high;low;big;right;big;0.9301414846268017
M6;Xh;male;19;30;high;small;big;right;big;0.6559877853433136
M6;Xh;male;19;31;low;low;high;left;low;1.0734900718380231
M6;Xh;male;19;32;high;low;big;right;big;0.9997584225493483
M6;Xh;male;19;33;high;small;big;right;big;0.4052757831523195
M6;Xh;male;19;34;low;low;high;left;low;1.2869616464013234
M6;Xh;male;19;35;high;small;big;right;big;0.9204172026948072
M6;Xh;male;19;36;high;small;big;right;big;0.8453221407835372
M6;Xh;male;19;37;high;high;small;left;high;2.313885295705404
M6;Xh;male;19;38;low;low;big;right;big;1.9034096762770787
M6;Xh;male;19;39;low;high;small;left;high;2.230268707528012
M6;Xh;male;19;40;high;low;big;right;big;0.7989822957897559
