participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
F4;Xh;female;18;1;low;low;big;right;big;15.675404770503519
F4;Xh;female;18;2;high;low;high;right;high;31.688818240218097
F4;Xh;female;18;3;high;high;small;right;small;10.920794174046023
F4;Xh;female;18;4;high;low;big;right;big;0.2870761193917133
F4;Xh;female;18;5;low;small;big;right;big;0.2564877559489105
F4;Xh;female;18;6;high;high;small;right;small;0.9976442250772379
F4;Xh;female;18;7;low;small;big;right;big;0.6343634453951381
F4;Xh;female;18;8;low;low;high;right;high;0.6403306453139521
F4;Xh;female;18;9;low;high;small;right;small;0.7626430467935279
F4;Xh;female;18;10;low;low;big;right;big;0.4789857220603153
F4;Xh;female;18;11;high;low;high;right;high;0.371536254970124
F4;Xh;female;18;12;high;low;big;right;big;0.10615000143297948
F4;Xh;female;18;13;high;high;small;right;small;0.28784229888697155
F4;Xh;female;18;14;low;high;small;right;small;0.2823961483372841
F4;Xh;female;18;15;high;small;big;right;big;0.3953975547628943
F4;Xh;female;18;16;low;high;small;right;small;0.08430500497343019
F4;Xh;female;18;17;high;low;high;right;high;0.15203353346441872
F4;Xh;female;18;18;high;low;big;right;big;0.05997239227872342
F4;Xh;female;18;19;low;low;high;right;high;1.7154383387533017
F4;Xh;female;18;20;high;small;big;right;big;0.25093147449661046
F4;Xh;female;18;21;high;low;big;right;big;0.08577933796914294
F4;Xh;female;18;22;low;low;high;right;high;0.08489829074824229
F4;Xh;female;18;23;high;small;big;right;big;2.5644816407293547
F4;Xh;female;18;24;low;low;high;right;high;0.2560215746052563
F4;Xh;female;18;25;high;small;big;right;big;0.08960628797649406
F4;Xh;female;18;26;high;low;high;right;high;1.7302945626724977
F4;Xh;female;18;27;low;low;big;right;big;0.2838152184849605
F4;Xh;female;18;28;low;low;big;right;big;0.2532584338041488
F4;Xh;female;18;29;high;low;big;right;big;0.27184923985623755
F4;Xh;female;18;30;low;high;small;right;small;0.2422386335383635
F4;Xh;female;18;31;high;high;small;right;small;0.3016070821613539
F4;Xh;female;18;32;low;low;high;right;high;0.29553567233961076
F4;Xh;female;18;33;low;small;big;right;big;0.2941012075461913
F4;Xh;female;18;34;low;high;small;right;small;0.16443806202732958
F4;Xh;female;18;35;high;small;big;right;big;0.24044101306935772
F4;Xh;female;18;36;low;low;big;right;big;0.19130210642470047
F4;Xh;female;18;37;high;small;big;right;big;0.23032357561169192
F4;Xh;female;18;38;low;small;big;right;big;0.19917113668634556
F4;Xh;female;18;39;low;high;small;right;small;1.7000030394701753
F4;Xh;female;18;40;high;low;high;right;high;0.19042579605593346
