participant;language;gender;age;condition;block;trial;sound;visual;key;RT
x;;male;;height;1;1;high;high;k;0.31348085403442383
x;;male;;height;1;2;low;high;s;0.3514528274536133
x;;male;;height;1;3;low;low;s;0.42864394187927246
x;;male;;height;1;4;high;low;s;0.4050271511077881
x;;male;;size;2;1;low;big;s;1.226402997970581
x;;male;;size;2;2;low;small;s;0.7570340633392334
x;;male;;size;2;3;high;big;k;0.39571094512939453
x;;male;;size;2;4;high;small;k;0.39320898056030273
