participant;language;gender;age;condition;block;trial;sound;visual;key;RT
M41;Xh;male;20;height;1;1;low;high;s;2.426854728604667
M41;Xh;male;20;height;1;2;low;low;s;1.2654245427111164
M41;Xh;male;20;height;1;3;high;low;k;2.2307672570459545
M41;Xh;male;20;height;1;4;low;low;s;0.761336475959979
M41;Xh;male;20;height;1;5;low;low;s;0.9776698749046773
M41;Xh;male;20;height;1;6;low;high;s;1.0876862998120487
M41;Xh;male;20;height;1;7;low;high;s;0.7357193975476548
M41;Xh;male;20;height;1;8;high;low;k;1.2144592000404373
M41;Xh;male;20;height;1;9;high;high;k;1.169501714874059
M41;Xh;male;20;height;1;10;high;low;k;1.2183990441262722
M41;Xh;male;20;height;1;11;high;high;k;0.942848379840143
M41;Xh;male;20;height;1;12;high;high;k;0.9054153217002749
M41;Xh;male;20;height;1;13;high;low;k;1.3204489393392578
M41;Xh;male;20;height;1;14;high;low;k;1.3279007353121415
M41;Xh;male;20;height;1;15;low;high;s;1.179347575060092
M41;Xh;male;20;height;1;16;low;high;s;1.0472370762145147
M41;Xh;male;20;size;2;1;low;small;s;0.8408261159202084
M41;Xh;male;20;size;2;2;low;big;s;0.9576035516802222
M41;Xh;male;20;size;2;3;high;small;k;12.485096605378203
M41;Xh;male;20;size;2;4;low;big;s;1.5504046224523336
M41;Xh;male;20;size;2;5;high;big;k;1.3479192957747728
M41;Xh;male;20;size;2;6;high;small;k;1.055593603523448
M41;Xh;male;20;size;2;7;low;small;s;0.9450478398939595
M41;Xh;male;20;size;2;8;high;big;k;1.1294006471289322
M41;Xh;male;20;size;2;9;low;small;s;1.233661844395101
M41;Xh;male;20;size;2;10;low;big;s;1.0404358026571572
M41;Xh;male;20;size;2;11;low;big;s;0.7014331622049212
M41;Xh;male;20;size;2;12;high;big;k;0.9661452093860134
M41;Xh;male;20;size;2;13;high;small;k;0.6261671802494675
M41;Xh;male;20;size;2;14;high;big;k;0.637871055281721
M41;Xh;male;20;size;2;15;low;small;s;1.0433576265349984
M41;Xh;male;20;size;2;16;high;small;k;1.689868628513068
M41;Xh;male;20;height;3;1;low;low;s;1.965546397259459
M41;Xh;male;20;height;3;2;high;low;k;0.9044486172497272
M41;Xh;male;20;height;3;3;high;low;k;0.5811840373789892
M41;Xh;male;20;height;3;4;low;high;s;0.801312018185854
M41;Xh;male;20;height;3;5;low;low;s;0.7400587127776816
M41;Xh;male;20;height;3;6;high;high;k;0.9121783062582836
M41;Xh;male;20;height;3;7;low;low;s;1.0475082588382065
M41;Xh;male;20;height;3;8;high;high;k;2.6026370625477284
M41;Xh;male;20;height;3;9;high;high;s;0.7730592981679365
M41;Xh;male;20;height;3;10;low;high;s;1.634591996553354
M41;Xh;male;20;height;3;11;low;low;s;1.1136665339581668
M41;Xh;male;20;height;3;12;low;low;s;1.4372674274491146
M41;Xh;male;20;height;3;13;low;high;s;1.0125509750796482
M41;Xh;male;20;height;3;14;high;low;k;1.2123039502184838
M41;Xh;male;20;height;3;15;high;high;k;0.8074189540930092
M41;Xh;male;20;height;3;16;high;high;k;0.6071496662916616
M41;Xh;male;20;height;4;1;high;low;k;1.2949538337998092
M41;Xh;male;20;height;4;2;high;high;k;0.7003744845278561
M41;Xh;male;20;height;4;3;low;high;s;1.6322389848064631
M41;Xh;male;20;height;4;4;high;low;k;1.3016485292464495
M41;Xh;male;20;height;4;5;high;high;k;0.9412287845043465
M41;Xh;male;20;height;4;6;low;low;s;2.3270781089086086
M41;Xh;male;20;height;4;7;low;high;s;1.5452079440001398
M41;Xh;male;20;height;4;8;high;low;k;1.1735426110681146
M41;Xh;male;20;height;4;9;low;high;s;2.663247345597483
M41;Xh;male;20;height;4;10;low;high;s;0.8772356276167557
M41;Xh;male;20;height;4;11;low;high;s;1.0614258042769507
M41;Xh;male;20;height;4;12;high;low;k;1.175407336326316
M41;Xh;male;20;height;4;13;low;low;s;2.2359753827331588
