participant;language;gender;age;condition;block;trial;sound;visual;key;RT
ARF27;Afrikaans;male;18;height;1;1;low;low;s;0.5830082399770617
ARF27;Afrikaans;male;18;height;1;2;low;low;s;0.5780954137444496
ARF27;Afrikaans;male;18;height;1;3;high;high;k;0.6313395323231816
ARF27;Afrikaans;male;18;height;1;4;high;high;k;0.5021585887297988
ARF27;Afrikaans;male;18;height;1;5;high;high;k;0.5175550812855363
ARF27;Afrikaans;male;18;height;1;6;high;high;k;0.45025181863456964
ARF27;Afrikaans;male;18;height;1;7;low;low;s;0.5175499506294727
ARF27;Afrikaans;male;18;height;1;8;low;high;s;0.46200099494308233
ARF27;Afrikaans;male;18;height;1;9;low;low;s;0.4697614125907421
ARF27;Afrikaans;male;18;height;1;10;high;low;k;0.7073241202160716
ARF27;Afrikaans;male;18;height;1;11;low;high;s;0.5362302139401436
ARF27;Afrikaans;male;18;height;1;12;low;high;s;0.6101858830079436
ARF27;Afrikaans;male;18;height;1;13;high;low;k;0.5425881501287222
ARF27;Afrikaans;male;18;height;1;14;high;low;k;0.5420122370123863
ARF27;Afrikaans;male;18;height;1;15;low;high;s;0.635657892562449
ARF27;Afrikaans;male;18;height;1;16;high;low;k;0.6808254150673747
ARF27;Afrikaans;male;18;height;2;1;high;low;k;0.6837740568444133
ARF27;Afrikaans;male;18;height;2;2;high;high;k;0.5674416162073612
ARF27;Afrikaans;male;18;height;2;3;low;high;s;0.5688330437988043
ARF27;Afrikaans;male;18;height;2;4;high;high;k;0.5471638757735491
ARF27;Afrikaans;male;18;height;2;5;low;high;s;0.5469412468373775
ARF27;Afrikaans;male;18;height;2;6;low;low;s;0.6143712187185884
ARF27;Afrikaans;male;18;height;2;7;low;high;s;0.4762634262442589
ARF27;Afrikaans;male;18;height;2;8;high;high;k;0.640425456687808
ARF27;Afrikaans;male;18;height;2;9;low;low;s;0.5482004396617413
ARF27;Afrikaans;male;18;height;2;10;low;low;s;0.6118240170180798
ARF27;Afrikaans;male;18;height;2;11;high;low;k;0.48805957566946745
ARF27;Afrikaans;male;18;height;2;12;high;high;k;0.5922662671655416
ARF27;Afrikaans;male;18;height;2;13;low;high;s;0.5350472033023834
ARF27;Afrikaans;male;18;height;2;14;high;low;s;0.525080238468945
ARF27;Afrikaans;male;18;height;2;15;low;low;s;0.6454689390957355
ARF27;Afrikaans;male;18;height;2;16;high;low;k;0.4445751877501607
ARF27;Afrikaans;male;18;height;3;1;high;high;k;0.7004261910915375
ARF27;Afrikaans;male;18;height;3;2;low;high;s;0.5800299914553761
ARF27;Afrikaans;male;18;height;3;3;high;high;k;0.5945193935185671
ARF27;Afrikaans;male;18;height;3;4;low;high;s;0.5054944613948464
ARF27;Afrikaans;male;18;height;3;5;high;low;k;0.7699063969776034
ARF27;Afrikaans;male;18;height;3;6;high;low;k;0.684238656423986
ARF27;Afrikaans;male;18;height;3;7;low;low;s;0.5119183184579015
ARF27;Afrikaans;male;18;height;3;8;low;high;k;0.5364204747602344
ARF27;Afrikaans;male;18;height;3;9;high;low;k;0.6226526806131005
ARF27;Afrikaans;male;18;height;3;10;high;low;k;0.5325473705306649
ARF27;Afrikaans;male;18;height;3;11;low;low;s;0.6866386225447059
ARF27;Afrikaans;male;18;height;3;12;low;high;s;0.5612376248463988
ARF27;Afrikaans;male;18;height;3;13;low;high;s;0.5522661721333861
ARF27;Afrikaans;male;18;height;3;14;low;low;s;0.5718255024403334
ARF27;Afrikaans;male;18;height;3;15;high;high;k;0.5126951495185494
ARF27;Afrikaans;male;18;height;3;16;high;low;k;0.43704608362168074
ARF27;Afrikaans;male;18;size;4;1;high;big;k;0.729064735583961
ARF27;Afrikaans;male;18;size;4;2;high;small;k;0.503468700684607
ARF27;Afrikaans;male;18;size;4;3;low;small;s;0.7080764779821038
ARF27;Afrikaans;male;18;size;4;4;low;small;s;0.5694073783233762
ARF27;Afrikaans;male;18;size;4;5;high;small;k;0.8945491155609488
ARF27;Afrikaans;male;18;size;4;6;low;big;s;0.621212306432426
ARF27;Afrikaans;male;18;size;4;7;low;small;s;0.6109386356547475
ARF27;Afrikaans;male;18;size;4;8;high;small;k;0.5841115135699511
