participant;language;gender;age;condition;block;trial;sound;visual;key;RT
ARF17;Afrikaans;male;19;size;1;1;high;small;k;0.8007092531770468
ARF17;Afrikaans;male;19;size;1;2;low;small;s;0.61897181160748
ARF17;Afrikaans;male;19;size;1;3;low;big;k;0.5371428327634931
ARF17;Afrikaans;male;19;size;1;4;high;small;k;0.9025100572034717
ARF17;Afrikaans;male;19;size;1;5;low;small;s;0.7203092006966472
ARF17;Afrikaans;male;19;size;1;6;high;big;k;0.6467849723994732
ARF17;Afrikaans;male;19;size;1;7;low;small;s;0.6399008585140109
ARF17;Afrikaans;male;19;size;1;8;low;big;s;0.6163354022428393
ARF17;Afrikaans;male;19;size;1;9;high;small;k;0.7386535480618477
ARF17;Afrikaans;male;19;size;1;10;high;big;k;0.6290204860270023
ARF17;Afrikaans;male;19;size;1;11;low;big;s;0.6413558386266232
ARF17;Afrikaans;male;19;size;1;12;low;big;s;0.6314922934398055
ARF17;Afrikaans;male;19;size;1;13;high;big;k;0.4994949409738183
ARF17;Afrikaans;male;19;size;1;14;high;big;k;0.5297108311206102
ARF17;Afrikaans;male;19;size;1;15;low;small;s;0.5364492889493704
ARF17;Afrikaans;male;19;size;1;16;high;small;k;0.5696757948026061
ARF17;Afrikaans;male;19;size;2;1;low;big;s;0.7204505139961839
ARF17;Afrikaans;male;19;size;2;2;high;small;k;0.5325726335868239
ARF17;Afrikaans;male;19;size;2;3;low;small;s;1.0269301477819681
ARF17;Afrikaans;male;19;size;2;4;low;big;s;0.9799219937995076
ARF17;Afrikaans;male;19;size;2;5;low;small;s;0.832099074497819
ARF17;Afrikaans;male;19;size;2;6;high;small;k;0.5855116257444024
ARF17;Afrikaans;male;19;size;2;7;high;big;k;0.7017023572698236
ARF17;Afrikaans;male;19;size;2;8;low;small;s;0.618000378832221
ARF17;Afrikaans;male;19;size;2;9;high;small;k;0.4655906818807125
ARF17;Afrikaans;male;19;size;2;10;high;big;k;0.495279211550951
ARF17;Afrikaans;male;19;size;2;11;high;small;k;0.5271036317571998
ARF17;Afrikaans;male;19;size;2;12;low;big;s;0.4438907243311405
ARF17;Afrikaans;male;19;size;2;13;high;big;k;0.4985089022666216
ARF17;Afrikaans;male;19;size;2;14;low;big;s;0.5584421381354332
ARF17;Afrikaans;male;19;size;2;15;high;big;k;0.46132797840982676
ARF17;Afrikaans;male;19;size;2;16;low;small;s;0.6479312721639872
ARF17;Afrikaans;male;19;size;3;1;low;big;s;0.6070915842428803
ARF17;Afrikaans;male;19;size;3;2;high;small;k;0.5190905872732401
ARF17;Afrikaans;male;19;size;3;3;high;big;s;0.5598915908485651
ARF17;Afrikaans;male;19;size;3;4;low;big;s;0.5671112267300487
ARF17;Afrikaans;male;19;size;3;5;low;small;k;0.5388330714777112
ARF17;Afrikaans;male;19;size;3;6;high;big;k;0.7437763707712293
ARF17;Afrikaans;male;19;size;3;7;low;small;s;1.3424818878993392
ARF17;Afrikaans;male;19;size;3;8;low;big;s;0.5825349567458034
ARF17;Afrikaans;male;19;size;3;9;high;small;k;0.5419577648863196
ARF17;Afrikaans;male;19;size;3;10;low;small;s;0.5596156734973192
ARF17;Afrikaans;male;19;size;3;11;high;small;k;0.6469203652814031
ARF17;Afrikaans;male;19;size;3;12;low;big;s;0.651635036803782
ARF17;Afrikaans;male;19;size;3;13;high;big;k;0.5826233765110373
ARF17;Afrikaans;male;19;size;3;14;high;big;k;0.5702130245044827
ARF17;Afrikaans;male;19;size;3;15;high;small;k;0.586177141405642
ARF17;Afrikaans;male;19;size;3;16;low;small;s;0.5888810511678457
ARF17;Afrikaans;male;19;height;4;1;high;low;s;0.5957126663997769
ARF17;Afrikaans;male;19;height;4;2;low;high;k;0.5295691238716245
ARF17;Afrikaans;male;19;height;4;3;high;low;s;0.44270771462470293
ARF17;Afrikaans;male;19;height;4;4;high;high;s;0.5882988227531314
ARF17;Afrikaans;male;19;height;4;5;low;high;k;0.5933880927041173
ARF17;Afrikaans;male;19;height;4;6;low;high;s;1.2443789280951023
ARF17;Afrikaans;male;19;height;4;7;high;low;k;1.0021473383530974
ARF17;Afrikaans;male;19;height;4;8;high;high;k;0.5732335085049272
ARF17;Afrikaans;male;19;height;4;9;low;low;s;0.5128100169822574
ARF17;Afrikaans;male;19;height;4;10;low;high;s;0.6269284104928374
ARF17;Afrikaans;male;19;height;4;11;high;low;s;0.5814833920449018
ARF17;Afrikaans;male;19;height;4;12;low;low;s;1.714290733449161
ARF17;Afrikaans;male;19;height;4;13;low;high;s;0.8841822883114219
ARF17;Afrikaans;male;19;height;4;14;high;low;k;0.5141757875680923
