participant;language;gender;age;condition;block;trial;sound;visual;key;RT
ARF9;Afrikaans;female;20;height;1;1;high;high;k;0.9012587582692504
ARF9;Afrikaans;female;20;height;1;2;high;low;k;0.6916635520756245
ARF9;Afrikaans;female;20;height;1;3;high;low;k;0.5041993483901024
ARF9;Afrikaans;female;20;height;1;4;low;low;s;0.6760842967778444
ARF9;Afrikaans;female;20;height;1;5;low;high;s;0.6910473760217428
ARF9;Afrikaans;female;20;height;1;6;low;low;s;0.49600551649928093
ARF9;Afrikaans;female;20;height;1;7;high;high;k;0.7173822680488229
ARF9;Afrikaans;female;20;height;1;8;high;high;k;0.6278189234435558
ARF9;Afrikaans;female;20;height;1;9;low;low;s;0.7086555492132902
ARF9;Afrikaans;female;20;height;1;10;low;low;s;0.799961632117629
ARF9;Afrikaans;female;20;height;1;11;high;high;k;0.7456612130627036
ARF9;Afrikaans;female;20;height;1;12;low;high;s;0.6857848186045885
ARF9;Afrikaans;female;20;height;1;13;high;high;k;0.688450438901782
ARF9;Afrikaans;female;20;height;1;14;low;low;s;0.6323591228574514
ARF9;Afrikaans;female;20;height;1;15;high;low;k;0.695194817148149
ARF9;Afrikaans;female;20;height;1;16;low;high;s;0.6441584303975105
ARF9;Afrikaans;female;20;size;2;1;low;small;s;0.677636381238699
ARF9;Afrikaans;female;20;size;2;2;low;small;s;1.1115052727982402
ARF9;Afrikaans;female;20;size;2;3;high;small;k;0.7457101596519351
ARF9;Afrikaans;female;20;size;2;4;low;big;s;0.8906037770211697
ARF9;Afrikaans;female;20;size;2;5;low;big;s;0.6585084917023778
ARF9;Afrikaans;female;20;size;2;6;high;big;k;0.924533300101757
ARF9;Afrikaans;female;20;size;2;7;high;small;k;0.9344225022941828
ARF9;Afrikaans;female;20;size;2;8;high;big;k;0.7154970318078995
ARF9;Afrikaans;female;20;size;2;9;low;big;s;0.6860425779595971
ARF9;Afrikaans;female;20;size;2;10;high;big;k;0.6587425675243139
ARF9;Afrikaans;female;20;size;2;11;low;small;s;0.6440036967396736
ARF9;Afrikaans;female;20;size;2;12;high;big;k;0.7885546879842877
ARF9;Afrikaans;female;20;size;2;13;high;small;k;0.794535655528307
ARF9;Afrikaans;female;20;size;2;14;low;big;s;0.5989889353513718
ARF9;Afrikaans;female;20;size;2;15;low;small;s;0.7292719697579741
ARF9;Afrikaans;female;20;size;2;16;high;small;k;0.7629417590796947
ARF9;Afrikaans;female;20;size;3;1;low;big;s;0.8177348030731082
ARF9;Afrikaans;female;20;size;3;2;high;big;k;0.9223279356956482
ARF9;Afrikaans;female;20;size;3;3;low;big;s;0.6282069450244308
ARF9;Afrikaans;female;20;size;3;4;high;small;k;0.9774312386289239
ARF9;Afrikaans;female;20;size;3;5;low;big;s;0.8796440633013844
ARF9;Afrikaans;female;20;size;3;6;high;small;k;0.8755195159465075
ARF9;Afrikaans;female;20;size;3;7;low;big;s;0.8258271887898445
ARF9;Afrikaans;female;20;size;3;8;high;small;k;1.107546117156744
ARF9;Afrikaans;female;20;size;3;9;low;small;s;0.659611371345818
ARF9;Afrikaans;female;20;size;3;10;high;big;k;0.9628171026706696
ARF9;Afrikaans;female;20;size;3;11;high;small;k;0.6368184024468064
ARF9;Afrikaans;female;20;size;3;12;low;small;s;0.6557473475113511
ARF9;Afrikaans;female;20;size;3;13;high;small;k;0.7512237653136253
ARF9;Afrikaans;female;20;size;3;14;low;big;s;0.7118481360375881
ARF9;Afrikaans;female;20;size;3;15;low;big;s;1.220389923080802
ARF9;Afrikaans;female;20;size;3;16;high;small;k;0.687235850840807
ARF9;Afrikaans;female;20;height;4;1;low;low;s;0.7467498816549778
ARF9;Afrikaans;female;20;height;4;2;low;high;s;0.5690955398604274
ARF9;Afrikaans;female;20;height;4;3;high;high;k;0.6340548889711499
ARF9;Afrikaans;female;20;height;4;4;high;low;k;0.8488609436899424
ARF9;Afrikaans;female;20;height;4;5;high;low;k;0.6548292022198439
ARF9;Afrikaans;female;20;height;4;6;high;low;k;0.5590666029602289
ARF9;Afrikaans;female;20;height;4;7;high;low;k;0.5102336052805185
ARF9;Afrikaans;female;20;height;4;8;high;high;k;0.7636135909706354
ARF9;Afrikaans;female;20;height;4;9;low;high;s;0.664972216822207
ARF9;Afrikaans;female;20;height;4;10;low;high;s;0.6278591863811016
ARF9;Afrikaans;female;20;height;4;11;low;low;s;0.594268343411386
